	afr_Latn	amh_Ethi	arb_Arab	asm_Beng	bak_Cyrl	bel_Cyrl	ben_Beng	bul_Cyrl	cat_Latn	ces_Latn	ckb_Arab	cmn_Hani	cym_Latn	dan_Latn	deu_Latn	ell_Grek	eng_Latn	epo_Latn	eus_Latn	fin_Latn	fra_Latn	gle_Latn	guj_Gujr	heb_Hebr	hin_Deva	hrv_Latn	hun_Latn	hye_Armn	ind_Latn	isl_Latn	ita_Latn	jpn_Jpan	kan_Knda	kat_Geor	kaz_Cyrl	khm_Khmr	kir_Cyrl	kor_Hang	lao_Laoo	lat_Latn	lav_Latn	lit_Latn	mal_Mlym	mar_Deva	mkd_Cyrl	mlt_Latn	mya_Mymr	nep_Deva	nld_Latn	nno_Latn	nor_Latn	ory_Orya	pan_Guru	pes_Arab	pol_Latn	por_Latn	ron_Latn	rus_Cyrl	san_Deva	sin_Sinh	slk_Latn	slv_Latn	snd_Arab	spa_Latn	sqi_Latn	srp_Cyrl	swe_Latn	swh_Latn	tam_Taml	tat_Cyrl	tel_Telu	tgk_Cyrl	tgl_Latn	tha_Thai	tur_Latn	uig_Arab	ukr_Cyrl	urd_Arab	vie_Latn	zsm_Latn
afr_Latn		0.9229702388400002	0.8467053069800003	0.9339838097400002	0.9163568921399998	0.9525573721400001	0.9383909025999997	0.9519473346800005	0.9558949417799998	0.9553495504199997	0.9106147036199991	0.9108825654199999	0.9475937497999999	0.9614113786999989	0.95979323752	0.9371530692400001	0.9507670225800002	0.9568104484999999	0.9440383233600007	0.9505297260200013	0.9547783205600006	0.9458530865199996	0.936799397819999	0.8818055904399998	0.94118168542	0.9542326907599998	0.9516364518800002	0.9416204824599996	0.9511349577799996	0.9559169926599995	0.9555463242800006	0.9305820731200002	0.9330052571199998	0.9444408027800001	0.9448981391199993	0.9071367541399996	0.9454556336600001	0.9338453935600005	0.9219848327000002	0.9482399242	0.9539061658000001	0.9508438753799995	0.9277512524999999	0.9401485289600006	0.9542641418799996	0.9202564736000001	0.9037153777800002	0.9394615956200003	0.9680143229400007	0.9607945840000001	0.9593117942600006	0.9301241615799998	0.9337577996000012	0.9467939693800004	0.9536597311599999	0.9549692871800011	0.9523310494799989	0.9489627440999998	0.9258889645399998	0.9326933522199999	0.9546653965800003	0.9545579343799994	0.9455128938000003	0.9542288395799998	0.9533710222000008	0.9531740317	0.9583928703399998	0.9411672511600002	0.9336070608400001	0.9284800323199995	0.9332131079599998	0.9250511433799987	0.9492485742600004	0.9181767626599997	0.9392209253399999	0.9340976371400003	0.9515361737399999	0.9357903742200002	0.9389590274000006	0.9520671936399994
amh_Ethi	0.9229702388400002		0.8434725571600002	0.9387759365199998	0.8975166137000006	0.932378066880001	0.9468286548799998	0.9307946932199996	0.9225969287199999	0.9274238289999995	0.8986920838400004	0.8964025996399996	0.9184691974600007	0.9208719629799995	0.9210633482199998	0.9261886971200001	0.9151464571200008	0.9228005674399993	0.9231369343199997	0.93062800168	0.9173296186600003	0.9213329933199997	0.9495782562199998	0.8892460158999999	0.9417300916199995	0.9299692375999999	0.9316865246999999	0.9427701660800001	0.9275263657199996	0.9311419055000003	0.9242722465599993	0.9330303348599989	0.94798963388	0.9458379863199999	0.9393751047599996	0.9193609953000004	0.9374318453600007	0.93575528544	0.9282325992799996	0.9269331648400001	0.9318245897400005	0.9318901021400005	0.9491282409600006	0.9440287716800005	0.9327430737799999	0.8858772384199993	0.9156396898000004	0.9444142785799988	0.9240578982000003	0.921575004140001	0.9224598149600004	0.946690207559999	0.9445053797999994	0.9392255676400005	0.9279600300799998	0.9240939297000003	0.9226699691799999	0.9295644898999992	0.9347209811799991	0.9500096220600006	0.9277503870199998	0.9260786063000005	0.9424852199400001	0.9236718897799997	0.9263002464200011	0.9326708987599993	0.9216935510199993	0.9270100057800008	0.9454224259799997	0.9104675236200002	0.9478462376800001	0.9004875014400002	0.9269702224200005	0.9144539127799994	0.9304404981999989	0.94137910416	0.9305578088400005	0.9347328752800009	0.9165956883999998	0.9282527695199996
arb_Arab	0.8467053069800003	0.8434725571600002		0.867551259999999	0.8695032836799993	0.8542211524599999	0.8574170829999997	0.8470004866600002	0.84810325774	0.8517048458600002	0.8720092454000004	0.8363889369200003	0.8622197042999991	0.8431655408199996	0.8449519206800009	0.8653773136799995	0.8341043059800001	0.8421999773799997	0.849189321319999	0.8450429629999995	0.8498987922600004	0.8531628442000002	0.8423645625800003	0.8880368273200008	0.8406770973799998	0.84382794006	0.8473681145199995	0.8643830654200007	0.8427431162799998	0.8468734003400001	0.8490136823799992	0.8469647814400008	0.84514566216	0.8583298480600003	0.8457738055999999	0.8541409061200005	0.8454575579600008	0.8392376490999999	0.8527464479999999	0.8376374356800003	0.8481559254799992	0.8462619028800002	0.8409384603400007	0.8381291758600001	0.8462728219800002	0.8679048518800001	0.8571829165599996	0.8522847413399999	0.8453591678999982	0.8475222507399994	0.8337914551999995	0.8446351070999993	0.8439267706	0.8528388399999997	0.8519112900599999	0.84340105638	0.8548415251000002	0.8449834813599999	0.8553000370000006	0.8495475571600001	0.8518083606599998	0.8457458340999999	0.8582125922800002	0.8411497444000003	0.8544710610399995	0.8444993516399995	0.8378072177000001	0.8490815873799995	0.8500981452399994	0.8646059201000001	0.849913107559999	0.8707867084799998	0.8521741954799995	0.8460993644000006	0.8315261088000007	0.846397010360001	0.8522269049800001	0.8637553427400002	0.8450118700400008	0.8415372906599999
asm_Beng	0.9339838097400002	0.9387759365199998	0.867551259999999		0.934351159820001	0.94356948174	0.9676658147600004	0.9361732583800011	0.93314267686	0.9365066085799992	0.9283257888799998	0.9076380783000002	0.9371178324800005	0.9314278316000006	0.9284068502599999	0.9391669033399996	0.9155093698400003	0.9346551038400011	0.9389597518000006	0.9377612758399999	0.9278955511400001	0.936747996860001	0.9564852926599993	0.9062926007199998	0.9510299529400009	0.9360483052799998	0.9403217200200004	0.9545306853800002	0.9291814206799992	0.941872250320001	0.9320661922400002	0.93718708756	0.9558523492000007	0.9488646532800005	0.9516063282799997	0.92737434296	0.9487164834600001	0.9393496461799993	0.9383559012200008	0.9284420813599998	0.9420589693199994	0.9399392387599997	0.9497121630199991	0.9524043548000009	0.940008647780001	0.9129074113999999	0.9361501436600003	0.9615787129399997	0.9320209158399992	0.9343924027599997	0.9270863047400009	0.9577095574199999	0.9537734249799997	0.9414467632399998	0.9358547086200005	0.9295352119799989	0.9323534088199997	0.9335583903599999	0.9524225282199992	0.9560098360600002	0.9365335099600003	0.9365835802800011	0.955778081039999	0.9283475864400003	0.9401757262999988	0.9379638053200005	0.9280394985600008	0.9312834331199991	0.9538737147599994	0.9422723998400004	0.9549442676800003	0.93171896568	0.9366214215799997	0.9252976096800001	0.9339162982799996	0.9551365002600002	0.9390828128799996	0.9479412721600005	0.9259824153000005	0.9291270848399997
bak_Cyrl	0.9163568921399998	0.8975166137000006	0.8695032836799993	0.934351159820001		0.923581372359999	0.9241181361799994	0.9147380870400009	0.9171408000400002	0.9196821870000005	0.9327262262999998	0.8852163033000001	0.9299584825199994	0.9138332815600001	0.9083548642800001	0.9208230012199995	0.8945837180400003	0.9183961499200001	0.9262698888400002	0.9205057028599997	0.9132932800800009	0.9277720762800009	0.9157206616200002	0.8913653172599996	0.9135260027600007	0.9156085294599996	0.9271879107999994	0.93217618822	0.9077507974200013	0.9201085064999994	0.9120728509199995	0.9092255965199995	0.9194025580799998	0.9233832558999989	0.9409867242799987	0.8922598002000006	0.9385448817599998	0.91008695676	0.9079776780999997	0.9053864807400007	0.9239725236400005	0.9224796562199997	0.9104265053200007	0.9154729651200002	0.9166371843600004	0.9277993464800006	0.9109238009399988	0.9257941769400001	0.9143289952400003	0.9176808510799986	0.9054166327599997	0.9180449151799998	0.9143343188000004	0.9099623849599999	0.9207639064600002	0.9108541225799995	0.9182175955399992	0.9121812385399997	0.9216445617000011	0.9184008359600005	0.9189831318600001	0.9172103517199997	0.92529846584	0.9085485262999996	0.9249381288399996	0.9153595746600001	0.908229507	0.9132050404199998	0.9190046694000001	0.97191030326	0.9198965698599998	0.94422768658	0.9217712129400004	0.8952923479999998	0.9197306722000005	0.934131739859999	0.9187199540799998	0.9165836748600008	0.9038871014000001	0.9072390543399995
bel_Cyrl	0.9525573721400001	0.932378066880001	0.8542211524599999	0.94356948174	0.923581372359999		0.9465708290400004	0.9666503299599997	0.9599789961600003	0.9687123235999993	0.9130443365000012	0.9126055526199999	0.9482518512	0.9587135521400014	0.9532085969999994	0.9494059844199998	0.9431623060799995	0.9613381516199997	0.95114185886	0.9590135238199996	0.9552768473400002	0.9477865254000003	0.9453542357999999	0.8912739888000001	0.9467191718799997	0.9671749619800004	0.9580692926600002	0.9547159129200004	0.9487504022799998	0.9605332268000006	0.9598095782799987	0.9340388534800004	0.9410297751200001	0.9577966078200001	0.9547717285799999	0.9122498992800004	0.9553117835400005	0.93616046966	0.9271163487799994	0.9541997665399999	0.9654414902599999	0.9656893947999988	0.9364304428599993	0.9477289790400002	0.9687540540399994	0.9195291044999999	0.9084730744399998	0.9478602725400002	0.9550910039200005	0.9590152507199997	0.95603790498	0.9381226624400004	0.9408818589600005	0.9499653343	0.96996954254	0.9575799583399993	0.957737754819999	0.9700425935600003	0.9356606806200005	0.9408870248200006	0.9681047118800011	0.96578543642	0.9460510238399996	0.9577528175600003	0.9609622588400001	0.9701818179799996	0.9544866337599999	0.9453558909800003	0.9405431893799996	0.9368334962999999	0.9424684700400001	0.9304677922200006	0.9482769163400007	0.9220392704600002	0.9438132304399993	0.9410265103400003	0.9747132442599995	0.9358498916999993	0.9383494311400001	0.9490198128599986
ben_Beng	0.9383909025999997	0.9468286548799998	0.8574170829999997	0.9676658147600004	0.9241181361799994	0.9465708290400004		0.9440069223999994	0.9371712191999991	0.9421897190400006	0.9189171244	0.9143799856800012	0.9334067662800002	0.9378570841000009	0.9375958831199995	0.9409455535400001	0.92869594948	0.9370172587599988	0.9382372253000001	0.9442223066000005	0.9349103789000002	0.9343067510199997	0.9645358361200015	0.9014417364400001	0.9624252288799992	0.9408458338000006	0.9469489990599996	0.9552187245400009	0.941391065459999	0.9439186948200001	0.9376820658400004	0.9489476134400003	0.9629992274400002	0.9550429127199994	0.9569190733000009	0.9301581255599994	0.9529649177999999	0.9510449222000003	0.9420741874400004	0.9333274896800002	0.9451429960400004	0.9437113535799996	0.9582092783999998	0.9596530231599996	0.9451633592400006	0.9017134492400001	0.9313878708399992	0.9636215854000002	0.9391997029	0.9382060515000006	0.9356419248800003	0.9638805125199998	0.9607939253200011	0.9527126741200003	0.9421850468599997	0.9378018357199992	0.93720058308	0.9441323537999994	0.9498515731799999	0.9624145169399997	0.9416744923400003	0.93973771144	0.9575338379000006	0.9368080600799992	0.9423325347	0.9445660460999997	0.9363899437200001	0.93346932422	0.9610307063199997	0.9346662009800009	0.9605383841200009	0.922391103619999	0.9394339625399998	0.9326300936799999	0.9446827990400001	0.9573311775600002	0.9452103846400011	0.9533344998999996	0.9374425432600004	0.9412078161999996
bul_Cyrl	0.9519473346800005	0.9307946932199996	0.8470004866600002	0.9361732583800011	0.9147380870400009	0.9666503299599997	0.9440069223999994		0.9606723968999996	0.96461494864	0.9056087299599994	0.9139447473400002	0.9425172390399995	0.9598867275799997	0.9527881353999997	0.9482453817599994	0.9502669457799998	0.9579991366200007	0.9442962380800003	0.9554308422799997	0.9579977448400006	0.9412598719200014	0.9435899296800007	0.8837681648200005	0.9486137519600008	0.96533807814	0.9567460665400006	0.9485629527199997	0.9528702395000007	0.9556921659199991	0.9618011250599983	0.93490464082	0.938580191080001	0.9541121902400002	0.9516814375800011	0.9098506557400007	0.9516875556400001	0.9377927898999996	0.9269453687199987	0.9508412381199982	0.9598897828599989	0.9584270051800002	0.9346785119600005	0.9450769980999998	0.9751629181599998	0.9116355472000013	0.9040806751399995	0.9443785144399993	0.955843157479999	0.9580147811600003	0.9593448358800006	0.9360643529799995	0.9396576721800001	0.952301695040001	0.9654713012000001	0.9616097197	0.9620233483400001	0.9684298193400003	0.9272961011199999	0.9383908689199998	0.9642031647200008	0.9624557437200013	0.9423763558000003	0.9621953725399996	0.9593936715599994	0.9709967933400001	0.9584288018600012	0.94289762934	0.9384621039600005	0.9286898046400001	0.9388115672799998	0.9225424151600008	0.9475080075599995	0.9229849736600009	0.9444868384399995	0.9380632071600001	0.9675597255599999	0.935987350480001	0.9406106781599994	0.9526192451799994
cat_Latn	0.9558949417799998	0.9225969287199999	0.84810325774	0.93314267686	0.9171408000400002	0.9599789961600003	0.9371712191999991	0.9606723968999996		0.9612170919400005	0.9089114245200002	0.9072483511599991	0.9514451611000002	0.9620642560399995	0.9543150645800004	0.9468059185799999	0.9524532992399996	0.9636419697600004	0.9518286051599998	0.9539520944599997	0.96957850546	0.9488754040599993	0.9366005811000002	0.8837717403200004	0.9402802618599997	0.962079555300001	0.9561553585199997	0.9443271102599998	0.9510536157799996	0.9583753296999998	0.9701327622199999	0.9275956211400007	0.9316419603799994	0.9469893656799994	0.9465039498200005	0.9055138962399993	0.9475654980199998	0.9306610919799988	0.9208817157400002	0.9561011751000004	0.9583378300799998	0.9569013267800004	0.9268969189799997	0.9380713690400001	0.96193249478	0.9248649615799993	0.8985346589600002	0.93867820438	0.9596089337399991	0.9618790225599996	0.9602128680800006	0.9280037396000002	0.93325846386	0.9469486395399996	0.9612954905600003	0.9705776111999996	0.9635247960599995	0.9567884900400002	0.9237865769800002	0.9316519203999997	0.9608282981400004	0.9606994416999997	0.9390138460199986	0.9726619740000004	0.96253506832	0.9605784343	0.95953693774	0.9454442276599999	0.9325241977400002	0.9295736536599993	0.9328729012199999	0.9262294085399994	0.951954347960001	0.9161493487400001	0.9425843383799999	0.9324014385800007	0.9591137788600006	0.93103452426	0.938571128239999	0.9509883522199998
ces_Latn	0.9553495504199997	0.9274238289999995	0.8517048458600002	0.9365066085799992	0.9196821870000005	0.9687123235999993	0.9421897190400006	0.96461494864	0.9612170919400005		0.9103331966799991	0.9114017057600002	0.9469824217800004	0.9619871600599995	0.95825690838	0.9463401593599997	0.94747904934	0.9617767420600012	0.9489527171200005	0.9588447569999997	0.9581767449000007	0.94615462358	0.9413044129600007	0.8855232073400005	0.9440048713200001	0.9705131616600006	0.9590472456799997	0.9474539050799994	0.9510062817799999	0.9601216221399992	0.9610392775799995	0.9335055516400009	0.9361091748599996	0.9540101877000009	0.95030926958	0.9073918388599995	0.9509875519999998	0.936223892	0.9224374731600002	0.9550725439000002	0.9648149932600004	0.964292428940001	0.9317383709999997	0.9432703004399989	0.9653581046999997	0.9204253586800007	0.9017779284799994	0.9417224274399998	0.9597382211600001	0.9613241465199992	0.9598725602199999	0.9327653723200005	0.9362810489599999	0.9493599689600002	0.9725193119000003	0.9601254495799995	0.9604099244000004	0.9649200519600002	0.9279412966400006	0.9361953290199998	0.9763394647200002	0.9698048106400005	0.9419096604599997	0.9597507871400003	0.9609298571200001	0.9684971028400002	0.9583416005200007	0.9437126504600001	0.9371051686799989	0.9329094980400011	0.9383856269599997	0.9272970985799994	0.9487259065399997	0.9196982001399997	0.9457556661600005	0.936091013719999	0.9675615811199997	0.9338842374599988	0.9404945254400003	0.9510072735199998
