	afr_Latn	amh_Ethi	arb_Arab	asm_Beng	bel_Cyrl	ben_Beng	bre_Latn	bul_Cyrl	cat_Latn	ces_Latn	ckb_Arab	cmn_Hani	cym_Latn	dan_Latn	deu_Latn	ell_Grek	eng_Latn	epo_Latn	eus_Latn	fin_Latn	fra_Latn	fry_Latn	gla_Latn	gle_Latn	guj_Gujr	hau_Latn	heb_Hebr	hin_Deva	hin_Latn	hrv_Latn	hun_Latn	hye_Armn	ind_Latn	isl_Latn	ita_Latn	jav_Latn	jpn_Jpan	kan_Knda	kat_Geor	kaz_Cyrl	khm_Khmr	kir_Cyrl	kor_Hang	lao_Laoo	lat_Latn	lav_Latn	lit_Latn	mal_Mlym	mar_Deva	mkd_Cyrl	mya_Mymr	nep_Deva	nld_Latn	nor_Latn	ory_Orya	pan_Guru	pes_Arab	plt_Latn	pol_Latn	por_Latn	ron_Latn	rus_Cyrl	san_Deva	sin_Sinh	slk_Latn	slv_Latn	snd_Arab	som_Latn	spa_Latn	sqi_Latn	srp_Cyrl	sun_Latn	swe_Latn	swh_Latn	tam_Latn	tam_Taml	tel_Telu	tgl_Latn	tha_Thai	tur_Latn	uig_Arab	ukr_Cyrl	urd_Arab	urd_Latn	vie_Latn	xho_Latn	zsm_Latn
afr_Latn		0.9561937563600008	0.9108294066600006	0.9618294614400003	0.9747356923600015	0.9675070988400002	0.9561196118999991	0.9759283568199996	0.9780186316800002	0.9767338430200007	0.9202233852799997	0.9530452382000004	0.9694463470200004	0.9807593717399993	0.9824420433199997	0.9686810833400009	0.9791757960999997	0.9782459347199999	0.9588193282999996	0.9765308717400005	0.9792041586800005	0.9717920143400006	0.9641891283999997	0.9684457842399996	0.9689049694599998	0.9635806697999988	0.9361149110800011	0.9726457998400005	0.9521180270799997	0.9766311077999998	0.9752332585799991	0.9693709580600005	0.9760501619199997	0.9781771932199992	0.9771435248200004	0.9652030694200002	0.9652024408200001	0.9650683665999987	0.9709607750199989	0.9706909310000004	0.9452608281199996	0.9697203127799993	0.9675221582000002	0.9591377456399998	0.9737637392999999	0.9778351615800001	0.9760762593400005	0.9618462820400002	0.9707664068600006	0.97702586444	0.94150217714	0.9657402878	0.9845644534	0.9810520967800004	0.9643114366800003	0.9669811815199996	0.97261591184	0.9662578781999999	0.9768261742199996	0.9772340482200002	0.97523487204	0.9736871325999993	0.9506054464000004	0.9639174756599995	0.9758880388199996	0.9742727880400001	0.9679584139000001	0.9616718677799998	0.9777370454999994	0.9751015243599992	0.9763910561599993	0.9637932541199989	0.9804991978200004	0.9706184557399997	0.9344740850800002	0.96381782204	0.9643731897400009	0.9754340524599993	0.9608266737400001	0.96901036488	0.9659814277799998	0.9735053426400002	0.9652835191600001	0.9404021149800003	0.9720642605400006	0.9451845532600004	0.9772512079799996
amh_Ethi	0.9561937563600008		0.9082692489999997	0.9667662068799994	0.9600042259199993	0.9709054896600001	0.9371986711200002	0.9564609210800004	0.9558236933000003	0.957529113679999	0.9236746035399999	0.9449670929799995	0.9530352444200001	0.9533339138199999	0.9552417873999998	0.9598409503799997	0.9517052761199992	0.9573579115400008	0.947264115979999	0.9573367989600002	0.95342029766	0.9447068070599995	0.9478461685600004	0.9552122905000001	0.9710994681600005	0.9548850925799998	0.9375721323600004	0.9677082582200006	0.9402778149199997	0.9579565866000002	0.9577381804599998	0.9682000288199996	0.9564710549600006	0.9604323198600002	0.9536696289199997	0.951295019619999	0.9649306803600006	0.9719530102199998	0.96897088044	0.9670721679799992	0.9512978770599995	0.9664423942200003	0.9671561496199993	0.96298609062	0.9589007361199999	0.9623419231199994	0.9609127542199988	0.9714952310199999	0.9695111511999999	0.9591567476199995	0.9549008483200007	0.9678383714400005	0.9558212463000003	0.9543080935999997	0.9722482267199997	0.9692441289200009	0.9652545125599988	0.9566767933399997	0.9575607755399995	0.9534912139400004	0.952836634299999	0.9564991996599997	0.9598393507199997	0.9726287217999999	0.9557715731199998	0.9544144879399993	0.9669033778199995	0.9586164688399997	0.9550565075799993	0.9564266880400003	0.9591630599399996	0.9505083028800001	0.9545752362599997	0.9592970770399998	0.9279980502600006	0.9708743441999989	0.9728028672600005	0.9614044795200009	0.956721604679999	0.9619241110999998	0.9693374133200003	0.9571223531399996	0.9643513788799997	0.9323287221599997	0.95476921642	0.9396108068400005	0.9581121822800003
arb_Arab	0.9108294066600006	0.9082692489999997		0.9184654617800001	0.9130979041199998	0.9142597907800004	0.9081614843600002	0.914072547100001	0.9089630316800001	0.9106342794199999	0.9197144136600003	0.9163745573999995	0.9189566028599989	0.9105673039799995	0.9124839997999997	0.9236051877800007	0.9100907539200004	0.9077309124799995	0.9085896259400001	0.9121596420800001	0.9139848018400005	0.9119155784799994	0.9206744160400004	0.9176894577000004	0.9092794591200003	0.9138531905200008	0.9447130699599999	0.9158443765800003	0.9055113749799998	0.9079929506600005	0.9131293732399989	0.9184012001599999	0.9139735195199996	0.9101030814599999	0.9131927507599996	0.9136977955	0.91583162766	0.9083026778000001	0.91471680284	0.9118767068199995	0.9133880538999994	0.9100024247599993	0.9086603919400004	0.913326546900001	0.9093179219599998	0.9103422739400006	0.9106071794600009	0.9057702400000002	0.9093709107800003	0.91192824628	0.9156576459200002	0.9206548436400002	0.9100746728600001	0.90595466568	0.9111295679399998	0.9111224012999998	0.9222614624200004	0.9176639490599998	0.9130077341599997	0.9103182008599996	0.91764518448	0.9126487224400001	0.9194705786599999	0.9097915069399989	0.9127761566199999	0.9077745882600002	0.92030024974	0.9105729018199996	0.9100472426399991	0.9154041792399996	0.9087861645200003	0.9104590700600008	0.90848020622	0.9159132138400004	0.9019504759600002	0.9103204280400002	0.9069545778799994	0.9163721653800001	0.9203475926399997	0.9049592466599995	0.9136369823000005	0.9149626007799999	0.9276722139999991	0.9160034175200005	0.9174747761999998	0.90178393572	0.9123071107599996
asm_Beng	0.9618294614400003	0.9667662068799994	0.9184654617800001		0.9650001779400006	0.9832665654999998	0.951504099620001	0.9593689484599998	0.9599395608599995	0.9596513378999998	0.9363921057400005	0.9503797530200008	0.96257396014	0.9582679706600007	0.95865412404	0.9630980542199996	0.9531439034799999	0.9617204928799991	0.9554878920600006	0.9596158853999998	0.9578292342200001	0.9569373417399993	0.960527821120001	0.9628916097199999	0.97908719912	0.9600234162199992	0.9476015718199995	0.9748700283199996	0.9574036424999992	0.9589381375	0.9608211901600002	0.9743001294800003	0.9598836636199998	0.96169883456	0.9567461630399994	0.9618949307800007	0.9677176666599996	0.9786344875000011	0.97037219158	0.9730179449600007	0.9586463417799999	0.9714315739399998	0.9702390036200004	0.9691280763800004	0.9572199607200002	0.9648475753400003	0.9626118264399994	0.9722099514799994	0.9759790839400004	0.9618672358199999	0.9657572051799995	0.9794474328400008	0.9598656056400002	0.9556727607599997	0.9798707282200012	0.9762523853999996	0.9665375388599999	0.9645713004200002	0.9598290530400001	0.9560654819600001	0.957093806	0.95743787332	0.9714057137400003	0.9754153216000002	0.9580850973199999	0.9577352270000012	0.9765115241799998	0.9610700658200002	0.9559491051000006	0.9630723421799995	0.96005836794	0.9608307170000007	0.9573310143200003	0.9627471368800008	0.9444630131199996	0.9752877792400009	0.9763479168000007	0.9673119741799998	0.9627135626799995	0.9625783409000003	0.9763187430199995	0.9613239115199993	0.97309465304	0.9498964297600007	0.9601994703799998	0.9464637894599996	0.9608054851799998
bel_Cyrl	0.9747356923600015	0.9600042259199993	0.9130979041199998	0.9650001779400006		0.9696018454799998	0.9559483187800005	0.9810701107600007	0.9787655305399998	0.9838741934999988	0.923715986460001	0.9531785577799998	0.9699961248000006	0.9759386400599998	0.9768654944599996	0.9730010511	0.9705888964799997	0.9809385023000002	0.9591332808000006	0.9759890418600007	0.9779727942600002	0.9662906278399996	0.9635597536799992	0.9685474247399996	0.9696839210200007	0.96426685446	0.9402249901399998	0.9718806010399997	0.9502846553800006	0.9824714248199999	0.97522941972	0.9746834938399994	0.9724179279000015	0.9777609223800002	0.9775245711599995	0.9641203576400013	0.9649653044999992	0.966841447960001	0.9773798252800006	0.9737652109200003	0.9472488235199993	0.9736680841800002	0.9668081757399997	0.9602887354799995	0.9778793468600004	0.9831841043600003	0.9824589542000004	0.9627093222999998	0.9718488933600005	0.9820344989400005	0.9425110859599999	0.9673175398200003	0.9761484385400007	0.9757935183200004	0.9663175339400006	0.9665607481999999	0.9716296013199993	0.9660677794400007	0.9846747575999997	0.9760110668599999	0.9755182354599997	0.98375488972	0.9540024647400002	0.9651904721999993	0.9818831883999999	0.9798787247000001	0.9684112279199998	0.9617555508999995	0.9768049953399995	0.9773743299600004	0.9841590138999998	0.9628615412	0.9746164423599989	0.9712766777000005	0.9327447765600001	0.9655055973800002	0.9665582504199982	0.9735998131600003	0.9608124335400001	0.9685006863599995	0.9678188696999995	0.9859650793399999	0.9643570038800007	0.9409610757200005	0.9701761317200001	0.9482962312000003	0.97334018314
ben_Beng	0.9675070988400002	0.9709054896600001	0.9142597907800004	0.9832665654999998	0.9696018454799998		0.9445417412400003	0.9673753137399997	0.9649363238400003	0.9668715850199995	0.9298677454799993	0.9559572715999993	0.9610477502600007	0.9649864642000002	0.9660788270200003	0.9668208385400006	0.9638061369199995	0.9653197832799999	0.954750700919999	0.9675111926199992	0.9649663027800003	0.9534970015999993	0.9560298889400007	0.9616865482399998	0.9837399245799999	0.9589962502000002	0.9451703346199996	0.9814263482600003	0.9522151791399996	0.9659237283600002	0.9688664384400003	0.9765453800400001	0.9690561265800008	0.9657329033600003	0.9629497652599992	0.9602122541399993	0.9747221342200006	0.9829209221999992	0.9756841034600002	0.97782703202	0.9609163155599997	0.9750219606000006	0.9777937801	0.9713599384999995	0.9625417673999997	0.9704418780800003	0.9692537683799999	0.9788939678199992	0.9806441401399996	0.9680868726400004	0.9631094733600004	0.98049884722	0.9662694821799998	0.9643016362399998	0.98377520788	0.98067420506	0.9735187114200001	0.961546592399999	0.9675008213600009	0.9643991283000006	0.9635684643200002	0.9669746076599989	0.9667818557000001	0.9801026408800004	0.9650879982799999	0.9627686066399993	0.9766907375600001	0.9596036469800011	0.9639584142999997	0.9665237624399998	0.9675102352600004	0.9586078975999999	0.9645299558599998	0.9654239059000006	0.9360565337600008	0.9809892824999993	0.9807384064800002	0.9704323323200006	0.9680892421199997	0.9703324502000006	0.978801422039999	0.9672695137799999	0.97582725826	0.94290960868	0.9686743970399995	0.9404203431400002	0.9702393980599997
bre_Latn	0.9561196118999991	0.9371986711200002	0.9081614843600002	0.951504099620001	0.9559483187800005	0.9445417412400003		0.9499452511200003	0.9597623953799996	0.953530976239999	0.9343369511200004	0.9294268935000004	0.9734460941600004	0.9550469913999995	0.9533647879800009	0.9512501065399998	0.945234513360001	0.9626831773000003	0.962804434280001	0.9505054362600001	0.9586426043600005	0.97002739194	0.9756430317799996	0.97213272996	0.942908941259999	0.9683630780800004	0.9333763358200005	0.9468792927999999	0.9631051872000004	0.9526556699600005	0.9495989850999998	0.9562340327600003	0.9473493479199997	0.9600617418799989	0.9580162909	0.9639219964599991	0.9381819677200001	0.9402972448800003	0.9468107612400003	0.9494146185400011	0.9300716535200011	0.9502538231399998	0.9375643123000005	0.9400024178000002	0.9589584142800001	0.9544883237399993	0.952201714	0.9351555346400002	0.9458129916599995	0.9538003446399994	0.9265953019800001	0.9500464142799999	0.9547395076800003	0.9522772573000007	0.9433046195000006	0.9447240963200003	0.9479937400999996	0.9686421402200007	0.9513785673399995	0.9536100931199997	0.9535584259399995	0.9472056497799999	0.9500888824599998	0.9414824549799986	0.9515559720200006	0.9554856039600004	0.9530526457999993	0.9642665871199994	0.9540813937600005	0.9604954863200004	0.9521672254600011	0.9631349786599998	0.9514962374599997	0.9608329518800004	0.9537296047200003	0.939452465800001	0.9410160143400002	0.9597813022599999	0.9387254969799999	0.9436529153400001	0.9455318286400008	0.9521447085999989	0.9453607951399999	0.9571663002999999	0.9489565698600004	0.9602385264399997	0.9471662090000008
bul_Cyrl	0.9759283568199996	0.9564609210800004	0.914072547100001	0.9593689484599998	0.9810701107600007	0.9673753137399997	0.9499452511200003		0.9789597882400005	0.98121482366	0.9195074303600005	0.9546263972599994	0.9653170285399991	0.9784890648	0.9787566163799998	0.9732861288800009	0.9777115214000005	0.9773901174999999	0.9558736450399993	0.9773124434800006	0.9796161087399994	0.960579917840001	0.9592214272399995	0.9636467895600006	0.9675939985999998	0.96058082558	0.9387241921999997	0.9733659435599996	0.9463797108799992	0.9812063020800007	0.9774989191199999	0.9705668288600005	0.9766361136399987	0.9742721022399997	0.9798916437599995	0.9602518887399992	0.9666488019999997	0.96467661956	0.9746835067599999	0.9714980546799995	0.9434532144599996	0.9699408998200002	0.9676895497799999	0.9568671804799995	0.9758314884199991	0.9798787155600005	0.9790439235999999	0.9611749629200004	0.9688201174200002	0.98520610308	0.9377909957999995	0.9656569520400008	0.9779301863400006	0.9794686837599998	0.9621736735	0.9653289347399995	0.9745638329199998	0.9618043262800002	0.9819225971799999	0.9800604613200005	0.9801861210399998	0.98229297444	0.9487842410800003	0.963195005399999	0.97992762014	0.9774392076199994	0.964018551760001	0.9586984554000008	0.9803900826599999	0.9780352763799999	0.9830537038599999	0.9581401256800002	0.978547543399999	0.9711181695400001	0.92798175314	0.9640606545000006	0.9635400252599995	0.9729545475999989	0.9616220277399999	0.9694584793599997	0.9639679891600006	0.9811771675000007	0.9642358044400003	0.936385442000001	0.9730810625199992	0.9415182174400005	0.9760764501799993
cat_Latn	0.9780186316800002	0.9558236933000003	0.9089630316800001	0.9599395608599995	0.9787655305399998	0.9649363238400003	0.9597623953799996	0.9789597882400005		0.9798333439799993	0.9167319087399997	0.9496377378	0.97207337468	0.9784538821200003	0.9784626813000002	0.9729041591199997	0.9771988124399991	0.9810811743599996	0.9610206658000007	0.9751476225400003	0.9857462573200015	0.9658500701399999	0.9646896026799999	0.9697728523200005	0.9669044935600014	0.96459760662	0.9363554579200003	0.9695660587799999	0.9481005609200005	0.9806200043200003	0.9758185965399997	0.9707466164799993	0.9742005655199997	0.9776442878399992	0.9847043575599994	0.9641669135800002	0.9624585484799998	0.9634423133000004	0.9726472161199995	0.9694951463800011	0.9440490381800004	0.9693380465999994	0.9645810391799993	0.9576974502600002	0.9787554640999998	0.98027390238	0.9787172242199997	0.9595439842600005	0.9670836803399987	0.9803416802600003	0.9374689001600001	0.9631530990400005	0.9791516147200001	0.9783870617400007	0.9622618936600001	0.9637079655200006	0.9718061257999995	0.9666135886800006	0.9800874681800013	0.9848910055800006	0.9804415519599998	0.9758037600200005	0.9480048839599995	0.9622276301800002	0.9784460018200007	0.9770038658999998	0.9648801989399997	0.9601532237999997	0.9863465099199996	0.9793575268199993	0.9798415775599995	0.9625568924200004	0.9785187954199996	0.9722858920200007	0.9295377385000005	0.9617492156199995	0.963217510220001	0.9762739041200003	0.958205171960001	0.9689312577400002	0.9635213630000007	0.9767470270800009	0.9615621698199996	0.9372946469999998	0.97156879712	0.9466330478399995	0.9752507545200004
ces_Latn	0.9767338430200007	0.957529113679999	0.9106342794199999	0.9596513378999998	0.9838741934999988	0.9668715850199995	0.953530976239999	0.98121482366	0.9798333439799993		0.9180799431800007	0.9521203997799992	0.9683769807799991	0.9777546501999999	0.9797938316800001	0.9723263572400005	0.9748343259399989	0.9792084776200005	0.9569794942	0.9779048801400005	0.9798424539599989	0.9641248403999999	0.9612668400600004	0.9673576712600005	0.9684053487199996	0.9614763616400005	0.9376791495000012	0.9718610555599994	0.9479082038999999	0.9849487749400004	0.9773590870799999	0.9700526385400007	0.974212477800001	0.97756704904	0.97871052492	0.9622361683800005	0.96541082542	0.9637241188600011	0.9748329386999995	0.9711031349599991	0.9427130361399996	0.9694500789799997	0.9672433132000007	0.9567642430400002	0.9780257257599997	0.9828521303399997	0.9825207412600001	0.9617536366200012	0.9700595220000002	0.9814756600400012	0.9379117709400008	0.9644282900800002	0.9785095152400011	0.9784938161600008	0.9632472036599997	0.9647639604399999	0.9723749105000004	0.9634272510999992	0.9859703176400003	0.9785548438400005	0.9782948155599998	0.9811505524999983	0.9497018048400006	0.9640973807799997	0.9864133956000003	0.9824797649600007	0.9655522455200004	0.9597061320200013	0.9791363925400005	0.9771653805199995	0.9839564242999994	0.9602285815800005	0.9775354806599994	0.9716372018600007	0.9298952676800005	0.9639471624600002	0.9646764906400003	0.9732100559400004	0.9594742111400002	0.9704087189999999	0.9641294545199999	0.9818112088800008	0.9625167134400008	0.938000420719999	0.9714061293999995	0.9446942572799998	0.9749585738200004
