	abk_Cyrl	abn_Latn	ace_Arab	ace_Latn	ach_Latn	acm_Arab	acq_Arab	acr_Latn	ada_Latn	aeb_Arab	afb_Arab	afr_Latn	agw_Latn	ahk_Latn	ajg_Latn	ajp_Arab	aka_Latn	aln_Latn	als_Latn	alt_Cyrl	alz_Latn	amh_Ethi	ami_Latn	aoj_Latn	apc_Arab	arb_Arab	arb_Latn	arg_Latn	arn_Latn	ars_Arab	ary_Arab	arz_Arab	asm_Beng	ast_Latn	awa_Deva	aym_Latn	ayr_Latn	azb_Arab	azj_Latn	bak_Cyrl	bak_Latn	bam_Latn	ban_Latn	bar_Latn	bas_Latn	bba_Latn	bbc_Latn	bci_Latn	bcl_Latn	bel_Cyrl	bem_Latn	ben_Beng	ben_Latn	bew_Cyrl	bho_Deva	bhw_Latn	bim_Latn	bin_Latn	bis_Latn	bjn_Arab	bjn_Latn	bod_Tibt	bos_Latn	bpy_Beng	bqc_Latn	bre_Latn	bsb_Latn	bts_Latn	btx_Latn	bug_Latn	bul_Cyrl	bul_Latn	bum_Latn	bxr_Cyrl	bzj_Latn	cab_Latn	cac_Latn	cak_Latn	caq_Latn	cat_Latn	cbk_Latn	cce_Latn	ceb_Latn	ces_Latn	cfm_Latn	cgg_Latn	che_Cyrl	chk_Latn	chv_Cyrl	chw_Latn	cjk_Latn	ckb_Arab	ckb_Latn	cmn_Hani	cmn_Latn	cnh_Latn	cos_Latn	crh_Cyrl	crh_Latn	crs_Latn	csb_Latn	csy_Latn	ctd_Latn	ctu_Latn	cuk_Latn	cym_Latn	dan_Latn	deu_Latn	dhv_Latn	dik_Latn	diq_Latn	div_Thaa	djk_Latn	dln_Latn	dtp_Latn	dua_Latn	dyu_Latn	dzo_Tibt	efi_Latn	ekk_Latn	ell_Grek	ell_Latn	eml_Latn	eng_Latn	enm_Latn	epo_Latn	eus_Latn	ewe_Latn	ext_Latn	fao_Latn	fat_Latn	fij_Latn	fil_Latn	fin_Latn	fon_Latn	fra_Latn	frr_Latn	fry_Latn	ful_Latn	fur_Latn	fuv_Latn	gaa_Latn	gaz_Latn	gcf_Latn	gcr_Latn	gil_Latn	giz_Latn	gkn_Latn	gkp_Latn	gla_Latn	gle_Latn	glg_Latn	glk_Arab	glv_Latn	gom_Deva	gom_Latn	gor_Latn	grc_Grek	grr_Latn	gsw_Latn	guc_Latn	gug_Latn	guj_Deva	guj_Gujr	gur_Latn	guw_Latn	gya_Latn	gym_Latn	hat_Latn	hau_Arab	hau_Latn	haw_Latn	hbo_Hebr	hbs_Cyrl	hbs_Latn	heb_Hebr	her_Latn	hif_Latn	hil_Latn	hin_Deva	hin_Latn	hmo_Latn	hne_Deva	hnj_Latn	hra_Latn	hrv_Latn	hrx_Latn	hsb_Latn	hui_Latn	hun_Latn	hus_Latn	hye_Armn	hyw_Armn	hyw_Cyrl	iba_Latn	ibg_Latn	ibo_Latn	ido_Latn	idu_Latn	ifa_Latn	ifb_Latn	ige_Latn	ike_Cans	ikk_Latn	ile_Latn	ilo_Latn	ina_Latn	ind_Latn	ish_Latn	isl_Latn	iso_Latn	ita_Latn	ium_Latn	ixl_Latn	izz_Latn	jam_Latn	jav_Latn	jbo_Latn	jpn_Jpan	jpn_Latn	kaa_Cyrl	kaa_Latn	kab_Latn	kac_Latn	kal_Latn	kam_Latn	kan_Knda	kas_Arab	kas_Deva	kat_Geor	kat_Latn	kaz_Cyrl	kbd_Cyrl	kbp_Latn	kea_Latn	kek_Latn	khk_Cyrl	khm_Khmr	kia_Latn	kik_Latn	kin_Latn	kir_Cyrl	kjb_Latn	kjh_Cyrl	kmb_Latn	kmm_Latn	kmr_Cyrl	kmr_Latn	knc_Arab	knc_Latn	kng_Latn	knv_Latn	kom_Cyrl	koo_Latn	kor_Hang	kos_Latn	kpg_Latn	kqn_Latn	krc_Cyrl	kri_Latn	ksd_Latn	ksh_Latn	kss_Latn	ksw_Mymr	kua_Latn	kwn_Latn	kwy_Latn	lam_Latn	lao_Laoo	lat_Latn	lav_Latn	ldi_Latn	leh_Latn	lfn_Latn	lhu_Latn	lij_Latn	lim_Latn	lin_Latn	lit_Latn	llb_Latn	lmo_Latn	loz_Latn	ltg_Latn	ltz_Latn	lua_Latn	lub_Latn	lue_Latn	lug_Latn	lun_Latn	luo_Latn	lus_Latn	lvs_Latn	lzh_Hani	mad_Latn	mag_Deva	mah_Latn	mai_Deva	mal_Mlym	mam_Latn	mar_Deva	mau_Latn	mbb_Latn	mck_Latn	mcn_Latn	mco_Latn	mdy_Ethi	meu_Latn	mfe_Latn	mgh_Latn	mgr_Latn	mhr_Cyrl	min_Arab	min_Latn	miq_Latn	mkd_Cyrl	mlt_Latn	mni_Beng	mny_Latn	mon_Cyrl	mon_Latn	mos_Latn	mps_Latn	mri_Latn	mrw_Latn	mwl_Latn	mwm_Latn	mwn_Latn	mxv_Latn	mya_Mymr	myv_Cyrl	mzh_Latn	mzn_Arab	nan_Latn	nap_Latn	naq_Latn	nav_Latn	nba_Latn	nbl_Latn	nch_Latn	ncj_Latn	ncx_Latn	ndc_Latn	nde_Latn	ndo_Latn	nds_Latn	nep_Deva	new_Deva	ngl_Latn	ngu_Latn	nia_Latn	niu_Latn	nld_Latn	nmf_Latn	nnb_Latn	nno_Latn	nob_Latn	nor_Latn	npi_Deva	nse_Latn	nso_Latn	nus_Latn	nya_Latn	nyk_Latn	nyn_Latn	nyu_Latn	nyy_Latn	nzi_Latn	oci_Latn	ogo_Latn	oke_Latn	ory_Orya	oss_Cyrl	ote_Latn	pag_Latn	pam_Latn	pan_Guru	pap_Latn	pau_Latn	pbt_Arab	pcd_Latn	pcm_Latn	pdt_Latn	pes_Arab	pfl_Latn	phm_Latn	pis_Latn	pls_Latn	plt_Latn	pms_Latn	pnb_Arab	poh_Latn	pol_Latn	pon_Latn	por_Latn	prk_Latn	prs_Arab	pus_Arab	pxm_Latn	qub_Latn	quc_Latn	qug_Latn	quh_Latn	quw_Latn	quy_Latn	quz_Latn	qvi_Latn	rap_Latn	rar_Latn	rmn_Cyrl	rmn_Grek	rmn_Latn	rmy_Cyrl	rmy_Latn	rng_Latn	roh_Latn	ron_Latn	rop_Latn	rue_Cyrl	rug_Latn	run_Latn	rus_Cyrl	rus_Latn	sag_Latn	sah_Cyrl	san_Deva	san_Latn	sat_Olck	sba_Latn	scn_Latn	sco_Latn	seh_Latn	sgs_Latn	shn_Mymr	sid_Latn	sin_Sinh	skg_Latn	slk_Latn	slv_Latn	sme_Latn	smo_Latn	sna_Latn	snd_Arab	som_Arab	som_Latn	sop_Latn	sot_Latn	spa_Latn	sqi_Latn	srm_Latn	srn_Latn	sro_Latn	srp_Cyrl	srp_Latn	ssw_Latn	sun_Latn	suz_Deva	swc_Latn	swe_Latn	swh_Latn	sxn_Latn	szl_Latn	tah_Latn	tam_Latn	tam_Taml	taq_Latn	taq_Tfng	tat_Cyrl	tat_Latn	tbz_Latn	tca_Latn	tcf_Latn	tdt_Latn	tdx_Latn	tel_Latn	tel_Telu	teo_Latn	tgk_Arab	tgk_Cyrl	tgk_Latn	tgl_Latn	tha_Thai	tih_Latn	tir_Ethi	tiv_Latn	tlh_Latn	tll_Latn	tls_Latn	tob_Latn	tog_Latn	toh_Latn	toi_Latn	toj_Latn	tok_Latn	ton_Latn	top_Latn	tpi_Latn	tpm_Latn	tsc_Latn	tsn_Latn	tso_Latn	tsz_Latn	ttj_Latn	tuc_Latn	tui_Latn	tuk_Cyrl	tuk_Latn	tum_Latn	tur_Latn	tvl_Latn	twi_Latn	twx_Latn	tyv_Cyrl	tzh_Latn	tzm_Tfng	tzo_Latn	udm_Cyrl	uig_Arab	uig_Latn	ukr_Cyrl	umb_Latn	urd_Arab	urd_Latn	urh_Latn	uzn_Cyrl	uzn_Latn	vec_Latn	ven_Latn	vep_Latn	vie_Latn	vls_Latn	vmw_Latn	vol_Latn	wal_Latn	war_Latn	wes_Latn	wln_Latn	wls_Latn	wol_Latn	wuu_Hani	xal_Cyrl	xav_Latn	xho_Latn	xmf_Geor	xmv_Latn	yan_Latn	yao_Latn	yap_Latn	ydd_Hebr	yom_Latn	yor_Latn	yua_Latn	yue_Hani	zai_Latn	zea_Latn	zlm_Latn	zne_Latn	zom_Latn	zpa_Latn	zsm_Latn	zul_Latn
abk_Cyrl		0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.4544	0.573	0.0	0.4544	0.573	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.39180000000000004	0.4544	0.10660000000000003	0.7383	0.4544	0.4544	0.4544	0.4544	0.5593	0.6138	0.4544	0.5609999999999999	0.5609999999999999	0.49039999999999995	0.4544	0.10660000000000003	0.4544	0.5212	0.5533	0.0	0.4544	0.4544	0.4544	0.5593	0.5593	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.5212	0.4544	0.10660000000000003	0.10660000000000003	0.6138	0.4544	0.4544	0.5212	0.4544	0.6667000000000001	0.6667000000000001	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.6667000000000001	0.4544	0.4544	0.4544	0.4544	0.4544	0.5065999999999999	0.4544	0.4544	0.6138	0.4544	0.4544	0.4544	0.4544	0.49039999999999995	0.49039999999999995	0.4544	0.4544	0.0	0.0	0.4544	0.4544	0.4544	0.573	0.4544	0.4544	0.4544	0.4544	0.5399	0.5399	0.4544	0.4544	0.4544	0.6138	0.4544	0.4544	0.4544	0.4544	0.4544	0.4196	0.4544	0.6138	0.6138	0.4544	0.573	0.4544	0.4544	0.6082000000000001	0.5122	0.4544	0.4544	0.4544	0.3409	0.4544	0.573	0.4544	0.5399	0.4544	0.4544	0.4544	0.4544	0.4544	0.573	0.4544	0.4544	0.4544	0.2532	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.39180000000000004	0.5065999999999999	0.4544	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.6271	0.6271	0.39180000000000004	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.6138	0.6138	0.4544	0.4544	0.47050000000000003	0.4544	0.4544	0.4544	0.4544	0.4544	0.6138	0.4544	0.5593			0.6082000000000001	0.0	0.4646	0.4544	0.4544	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.4544	0.573	0.4544	0.4544	0.573	0.4544	0.5065999999999999	0.4544	0.4544	0.4544	0.4467	0.4544	0.47050000000000003	0.47050000000000003	0.0	0.0	0.4544	0.5593	0.5399	0.4544	0.6082000000000001	0.5533	0.5533	0.6723	0.6723	0.0	0.591	0.4544	0.4544	0.5065999999999999	0.5593	0.36739999999999995	0.0	0.4544	0.4544	0.6271	0.4544	0.0	0.4544	0.4544	0.7383	0.7383	0.5399	0.5399	0.4544	0.4544	0.4544	0.4544	0.5065999999999999	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.39180000000000004	0.49039999999999995	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.6138	0.4544	0.4544	0.4544	0.591	0.4544	0.4544	0.4544	0.6082000000000001	0.4544	0.4544	0.4544	0.4544	0.4544	0.6138	0.4544	0.39180000000000004	0.4544	0.4544	0.5593	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.0	0.0	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.47050000000000003	0.4544	0.4544	0.0	0.4544	0.4544	0.4426	0.4544	0.4544	0.4544	0.08240000000000003	0.34550000000000003	0.2532	0.5	0.4544	0.4544	0.4544	0.4544	0.5122	0.4544	0.5593	0.4544	0.34550000000000003	0.4544	0.3125	0.5399	0.4544	0.4544	0.4544	0.5	0.4544	0.4544	0.4544	0.4544	0.4544	0.5533	0.6082000000000001	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.5212	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.5399	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.4544	0.4544	0.7323	0.4544	0.4544	0.4544	0.0	0.573	0.4544	0.4544	0.4544	0.6667000000000001	0.5	0.4544	0.6667000000000001	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.6138	0.4544	0.4544	0.4544	0.4544	0.2532	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.6082000000000001	0.4544	0.4544	0.4544	0.4544	0.6667000000000001	0.6667000000000001	0.4646	0.5212	0.4544	0.4544	0.4544	0.4544	0.4544	0.0	0.4544	0.4544	0.4544	0.4544	0.5533	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.5593	0.6723	0.6723	0.4544	0.4544	0.5212	0.4544	0.0	0.4544	0.4544	0.13090000000000002	0.13090000000000002	0.4544	0.4544	0.09219999999999995	0.4544	0.4544	0.49039999999999995	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.0	0.0	0.4544	0.4012	0.5065999999999999	0.4544	0.4544	0.6082000000000001	0.6082000000000001	0.0	0.4544	0.4544	0.4544	0.5212	0.49039999999999995	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544		0.4544	0.4544	0.4544	0.573	0.4544	0.4544	0.4544	0.6082000000000001	0.4544	0.4544	0.4544	0.0	0.0	0.4544	0.6138	0.4544	0.4544	0.4544	0.5212	0.6667000000000001	0.8136	0.4544	0.4544	0.0	0.0	0.4544	0.5065999999999999	0.4544	0.4544	0.4544	0.0	0.0	0.4544	0.4544	0.4544	0.4646	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.6082000000000001	0.47050000000000003	0.0	0.4544	0.4544	0.4544	0.4544	0.4544	0.4544	0.573	0.4544	0.4544	0.4413	0.4196	0.369	0.0	0.4544	0.4544	0.47050000000000003	0.4544	0.4544	0.4544	0.5122
abn_Latn	0.4544		0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.33330000000000004	0.9998	0.4313	0.121	0.9998	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.9998	0.21230000000000004	0.4544	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.40780000000000005	0.9998	0.5	0.5	0.4313	0.9998	0.21230000000000004	0.9998	0.40780000000000005	0.33330000000000004	0.121	0.9998	0.9998	0.9998	0.38380000000000003	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.21230000000000004	0.21230000000000004	0.40780000000000005	0.9998	0.9998	0.40780000000000005	0.9998	0.38380000000000003	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.4313	0.4313	0.9998	0.9998	0.121	0.121	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.9998	0.9998	0.4544	0.4544	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.40780000000000005	0.40780000000000005	0.9998	0.4313	0.9998	0.9998	0.359	0.47719999999999996	0.9998	0.9998	0.9998	0.359	0.9998	0.4313	0.9998	0.4544	0.9998	0.9998	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.9998	0.27769999999999995	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.24680000000000002	0.359	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.4544	0.4544	0.24680000000000002	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.40780000000000005	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.38380000000000003			0.359	0.121	0.4544	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.4313	0.9998	0.359	0.9998	0.9998	0.9998	0.27769999999999995	0.9998	0.38380000000000003	0.38380000000000003	0.121	0.121	0.9998	0.38380000000000003	0.4544	0.9998	0.359	0.33330000000000004	0.33330000000000004	0.4313	0.4313	0.121	0.47719999999999996	0.9998	0.9998	0.359	0.38380000000000003	0.33330000000000004	0.121	0.9998	0.9998	0.4544	0.9998	0.121	0.9998	0.9998	0.4544	0.4544	0.4544	0.4544	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.38380000000000003	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.47719999999999996	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.38380000000000003	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.17220000000000002	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.121	0.9998	0.9998	0.47719999999999996	0.9998	0.9998	0.9998	0.27769999999999995	0.27769999999999995	0.27769999999999995	0.3064	0.9998	0.9998	0.9998	0.9998	0.47719999999999996	0.9998	0.38380000000000003	0.9998	0.27769999999999995	0.9998	0.3064	0.4544	0.9998	0.9998	0.9998	0.3064	0.9998	0.9998	0.9998	0.9998	0.9998	0.33330000000000004	0.359	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.4544	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.121	0.4313	0.9998	0.9998	0.9998	0.38380000000000003	0.3064	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.27769999999999995	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.38380000000000003	0.4544	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.33330000000000004	0.9998	0.33330000000000004	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.4313	0.4313	0.9998	0.9998	0.40780000000000005	0.9998	0.121	0.9998	0.9998	0.17220000000000002	0.17220000000000002	0.9998	0.9998	0.24680000000000002	0.9998	0.9998	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.3064	0.359	0.9998	0.9998	0.359	0.359	0.121	0.9998	0.9998	0.9998	0.40780000000000005	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998		0.9998	0.33330000000000004	0.9998	0.4313	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.40780000000000005	0.38380000000000003	0.4313	0.9998	0.9998	0.21230000000000004	0.21230000000000004	0.9998	0.359	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.9998	0.9998	0.4544	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.38380000000000003	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.40780000000000005	0.359	0.40780000000000005	0.121	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.47719999999999996
ace_Arab	0.4544	0.9998		0.9998	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.33330000000000004	0.9998	0.4313	0.121	0.9998	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.9998	0.21230000000000004	0.4544	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.40780000000000005	0.9998	0.5	0.5	0.4313	0.9998	0.21230000000000004	0.9998	0.40780000000000005	0.33330000000000004	0.121	0.9998	0.9998	0.9998	0.38380000000000003	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.21230000000000004	0.21230000000000004	0.40780000000000005	0.9998	0.9998	0.40780000000000005	0.9998	0.38380000000000003	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.4313	0.4313	0.9998	0.9998	0.121	0.121	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.9998	0.9998	0.4544	0.4544	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.40780000000000005	0.40780000000000005	0.9998	0.4313	0.9998	0.9998	0.359	0.47719999999999996	0.9998	0.9998	0.9998	0.359	0.9998	0.4313	0.9998	0.4544	0.9998	0.9998	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.9998	0.27769999999999995	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.24680000000000002	0.359	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.4544	0.4544	0.24680000000000002	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.40780000000000005	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.38380000000000003			0.359	0.121	0.4544	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.4313	0.9998	0.359	0.9998	0.9998	0.9998	0.27769999999999995	0.9998	0.38380000000000003	0.38380000000000003	0.121	0.121	0.9998	0.38380000000000003	0.4544	0.9998	0.359	0.33330000000000004	0.33330000000000004	0.4313	0.4313	0.121	0.47719999999999996	0.9998	0.9998	0.359	0.38380000000000003	0.33330000000000004	0.121	0.9998	0.9998	0.4544	0.9998	0.121	0.9998	0.9998	0.4544	0.4544	0.4544	0.4544	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.38380000000000003	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.47719999999999996	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.38380000000000003	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.17220000000000002	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.121	0.9998	0.9998	0.47719999999999996	0.9998	0.9998	0.9998	0.27769999999999995	0.27769999999999995	0.27769999999999995	0.3064	0.9998	0.9998	0.9998	0.9998	0.47719999999999996	0.9998	0.38380000000000003	0.9998	0.27769999999999995	0.9998	0.3064	0.4544	0.9998	0.9998	0.9998	0.3064	0.9998	0.9998	0.9998	0.9998	0.9998	0.33330000000000004	0.359	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.4544	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.121	0.4313	0.9998	0.9998	0.9998	0.38380000000000003	0.3064	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.27769999999999995	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.38380000000000003	0.4544	0.40780000000000005	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.9998	0.9998	0.33330000000000004	0.9998	0.33330000000000004	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.38380000000000003	0.4313	0.4313	0.9998	0.9998	0.40780000000000005	0.9998	0.121	0.9998	0.9998	0.17220000000000002	0.17220000000000002	0.9998	0.9998	0.24680000000000002	0.9998	0.9998	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.3064	0.359	0.9998	0.9998	0.359	0.359	0.121	0.9998	0.9998	0.9998	0.40780000000000005	0.4313	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998		0.9998	0.33330000000000004	0.9998	0.4313	0.9998	0.9998	0.9998	0.359	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.40780000000000005	0.9998	0.9998	0.9998	0.40780000000000005	0.38380000000000003	0.4313	0.9998	0.9998	0.21230000000000004	0.21230000000000004	0.9998	0.359	0.9998	0.9998	0.9998	0.121	0.121	0.9998	0.9998	0.9998	0.4544	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.359	0.38380000000000003	0.121	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.4313	0.9998	0.9998	0.40780000000000005	0.359	0.40780000000000005	0.121	0.9998	0.9998	0.38380000000000003	0.9998	0.9998	0.9998	0.47719999999999996
