	afr_Latn	amh_Ethi	arb_Arab	bel_Cyrl	ben_Beng	bul_Cyrl	cat_Latn	ceb_Latn	ces_Latn	ckb_Arab	cmn_Hani	cym_Latn	dan_Latn	deu_Latn	ell_Grek	eng_Latn	epo_Latn	eus_Latn	fil_Latn	fin_Latn	fra_Latn	fry_Latn	gla_Latn	gle_Latn	guj_Gujr	hat_Latn	hau_Latn	haw_Latn	heb_Hebr	hin_Deva	hin_Latn	hnj_Latn	hun_Latn	hye_Armn	ibo_Latn	ind_Latn	isl_Latn	ita_Latn	jav_Latn	jpn_Jpan	kan_Knda	kat_Geor	kaz_Cyrl	khm_Khmr	kir_Cyrl	kor_Hang	lao_Laoo	lat_Latn	lav_Latn	lit_Latn	ltz_Latn	mal_Mlym	mar_Deva	mkd_Cyrl	mlt_Latn	mri_Latn	mya_Mymr	nep_Deva	nld_Latn	nor_Latn	nya_Latn	pan_Guru	pes_Arab	plt_Latn	pol_Latn	por_Latn	ron_Latn	rus_Cyrl	sin_Sinh	slk_Latn	slv_Latn	smo_Latn	sna_Latn	snd_Arab	som_Latn	sot_Latn	spa_Latn	sqi_Latn	srp_Cyrl	sun_Latn	swe_Latn	swh_Latn	tam_Taml	tel_Telu	tgk_Cyrl	tha_Thai	tur_Latn	ukr_Cyrl	urd_Arab	vie_Latn	xho_Latn	yor_Latn	zsm_Latn	zul_Latn
afr_Latn		0.9995301237200007	0.9975702113400006	0.9994759812800006	0.9995933300599993	0.9995292566599989	0.9995537901800006	0.9995576873600002	0.99947687538	0.9993196743399996	0.99464147314	0.9995005033800004	0.9994997076999996	0.9994982909000011	0.9995229474200003	0.9993478919599998	0.9995371738600011	0.999488209179999	0.99958350566	0.9995994639000003	0.9995591730199995	0.9995787840399994	0.9995828749199993	0.9995435203400007	0.9995251603599994	0.9995290708000004	0.9995953083799993	0.9988193032200002	0.9993293772400005	0.9995341139600004	0.9996090989800008	0.9995874691399999	0.9995567629399997	0.9994976071799994	0.9992989932200013	0.9994945100599999	0.9995098713200004	0.99947121962	0.9995788982399998	0.9966137026599999	0.9989524365200012	0.9993871560799998	0.9995036042000008	0.9680191886980011	0.9995469729200003	0.9995149192399999	0.9988430938800006	0.9994029909399993	0.9995056287000004	0.9993013314399999	0.9995402568400008	0.99838223604	0.9993271322400004	0.9994680209999994	0.9995633903200003	0.9991508344999994	0.9976146469	0.9995691856800003	0.9995324178200001	0.999469366100001	0.9994790859	0.9996223670800005	0.9994635682199999	0.9995770480200009	0.9995256736800004	0.9994232915000003	0.9995959135999994	0.9994734743	0.9992919263800005	0.9995016663199997	0.9994078889399994	0.9992969054800017	0.9994425693800001	0.9995063825399999	0.9995932281400002	0.9994375634600005	0.9995050682199998	0.9995221469199997	0.9994903406800012	0.99952937804	0.9995205621799996	0.9995056096399991	0.9990384811799992	0.99917358132	0.99954908776	0.99753990864	0.9993167535199995	0.9994565813	0.9994328985999998	0.9995748047599992	0.9995137755000002	0.9990424905000006	0.9995228966199994	0.9995897546599998
amh_Ethi	0.9995301237200007		0.9976583622800003	0.9994396108999982	0.9995888723199997	0.9994969674600002	0.999512869980001	0.9995275055799997	0.9994315286199995	0.9993730783799999	0.9943958491800009	0.9994766087600007	0.9994740116999998	0.9994495959999993	0.9994966479199993	0.9993551130799999	0.9995166978600011	0.9995336075800001	0.9995231003799995	0.9995732648800005	0.9994965015399991	0.9995337784199987	0.9995586946599991	0.9995246269399993	0.9995058175199998	0.9994811228599998	0.9995699098400008	0.9987335975800001	0.9993574806400005	0.9995346643599996	0.9995882991199995	0.9995434649999996	0.9994966943799997	0.9994655091399998	0.9992247213599997	0.9994545969999994	0.9994933651199999	0.9994505088200002	0.9995129480599987	0.9968313689599999	0.9990022104000007	0.9993090619200002	0.9994680951400008	0.9679216083320002	0.9995031008999996	0.9994936351800009	0.998825344759999	0.9994485449999994	0.9995153607400004	0.9992883202199997	0.9995147453600001	0.99850013036	0.9993730289199991	0.9994512253800003	0.9995221521200002	0.999085039199998	0.9975267651199998	0.9995572214400006	0.9994668890799999	0.9994283641600004	0.9994618468800003	0.9995700595600001	0.9993991020400006	0.99956229062	0.9994284889199994	0.9993884493999996	0.9996091525399999	0.9994634911800004	0.9993576859599991	0.9994419248799993	0.9993332904799996	0.9992540480400004	0.9994281516399993	0.999502205539999	0.9995319092399999	0.9994461758999995	0.9994481658999996	0.9994672026800003	0.9994591789200007	0.9995227973799988	0.9995246605199996	0.999485872899999	0.9991107966600006	0.9992565394599985	0.99957161112	0.9975980019999994	0.9993529799600004	0.9994466567000003	0.9994726039800002	0.999518498720001	0.9994861299399997	0.9989791592399989	0.9994982903999992	0.9995721383200001
arb_Arab	0.9975702113400006	0.9976583622800003		0.9972144910399994	0.9976453935600004	0.9975497046599999	0.9975708085600001	0.99754659728	0.9972458710799992	0.99763072504	0.9925981784800003	0.9971428954199995	0.9975232909200004	0.9973361239399988	0.9972849685800012	0.9976553182399999	0.99768969084	0.9977347349800004	0.9972675606000001	0.9976367564800003	0.997318230300001	0.9972480729999998	0.9974691155799997	0.9973602344799996	0.9977752191800006	0.9972706321600007	0.9976209463599996	0.9958172666799995	0.9977700523400002	0.9974415882999997	0.9977543603600002	0.9974193504799993	0.9974600432599997	0.99722752148	0.9967292388000002	0.9972128081800006	0.9975990461400003	0.9971696612800002	0.9973816961400005	0.9966492084800003	0.9978756845199995	0.9968409791199997	0.9974301167199997	0.9673683910999998	0.9971175714800002	0.9974548513599997	0.9966611433600006	0.9976598592000001	0.9975237324199994	0.997699937360001	0.9979029226999996	0.9975478954000002	0.9977141260599993	0.9975051391199994	0.9972633901199994	0.9964308408599989	0.9944829093999998	0.9974408636000001	0.9976311856400002	0.9977932551600006	0.9976117059399987	0.9976168889000008	0.9976000235800001	0.9975825022400003	0.9972560695400006	0.9971157072800004	0.9975953597000004	0.9974150342399999	0.9978113845400001	0.9975477851000003	0.9977586509999993	0.9968589378000015	0.9977621156399998	0.9972697874599995	0.9975371230599996	0.9971587051200004	0.9974871224999998	0.9973218971399999	0.9974991299799998	0.997353214260001	0.9976800709799997	0.9974761667999997	0.9977253889000002	0.9977644076000002	0.9976074741600001	0.9952194640399993	0.9977313478599997	0.9974350068800003	0.9978234339400002	0.9973289288199993	0.9974015527799996	0.9962099780800004	0.9972042621399995	0.9974616530799988
bel_Cyrl	0.9994759812800006	0.9994396108999982	0.9972144910399994		0.9995748801999996	0.9995239786599991	0.9995527723200006	0.9995193309199996	0.9995835949199993	0.9992855152599991	0.9946063608999998	0.99964387852	0.9995164227599994	0.9995380508400002	0.9996367178000002	0.9992100385599996	0.9994695487400007	0.9994433480400006	0.9996300523200002	0.9995392043800009	0.9996213661799996	0.9997303864999998	0.9996514237799992	0.9996443985200001	0.9994026233599995	0.9995956603199996	0.9995030511199998	0.9992487836000002	0.9991825397200013	0.9995736096000009	0.9994998147399997	0.9995997987599989	0.99952658192	0.9996459088399999	0.9995682987599998	0.999586217540001	0.9994762680200009	0.9995966949799993	0.9996168746199998	0.9959606615999985	0.9986172773999994	0.9996174647800006	0.9994909260799998	0.9677555612600002	0.9996780485800003	0.9994916903200004	0.9989264919600012	0.99928027118	0.9994249492200002	0.9990665467000011	0.99939247408	0.9979325710799996	0.9992088391999989	0.9994663218199998	0.9997118773599997	0.9994605969999992	0.9980846783399991	0.9996253187999997	0.9994578463199996	0.9992378797600006	0.9994986901999993	0.999613839880001	0.9993689989599999	0.9995587952200001	0.9996338763000006	0.9996109495599996	0.9996189232599992	0.9996067473199992	0.99910726932	0.9994768956000003	0.9992599195999998	0.9995351375200014	0.9993240612399997	0.9996402511199992	0.9995345624599995	0.9995528076800001	0.9994987508600003	0.9995892448999995	0.9995469926600001	0.9995781308599999	0.9994311844199989	0.99955107478	0.99881650498	0.9989910825399995	0.99951735522	0.9977675242799997	0.9991386816600007	0.9995877003999992	0.9993771855800008	0.9996604059599998	0.9995561304400002	0.9994420649799994	0.999603220720001	0.9996019450200003
ben_Beng	0.9995933300599993	0.9995888723199997	0.9976453935600004	0.9995748801999996		0.999587643779999	0.99962702978	0.9995692627399998	0.9995405731399987	0.9994182485200004	0.9947321771200002	0.9996332462000008	0.9995807233200004	0.9995832768799993	0.9996160031200007	0.9993732107599993	0.9995810008799996	0.9995726860800007	0.9996790231599997	0.9996761972	0.9996755085800002	0.99968042516	0.9996952905399995	0.9996448596000003	0.9996127140399996	0.9996110177199998	0.999655022320001	0.9990117094000002	0.99941101574	0.9996770627400005	0.9996420607200001	0.9996519007400004	0.9995989078800002	0.9995852394199992	0.9994307959399997	0.9996232494399999	0.9995734148000006	0.9995812813799996	0.9996773046999998	0.9965639368999996	0.9990290415199994	0.9995246763800005	0.9995561289800002	0.9680246909100002	0.9996473224800003	0.9995833197800004	0.9989217061400004	0.99942420524	0.9995704408400006	0.9993118563599998	0.9995608627800003	0.998382345179999	0.9994056444400004	0.9995451909399997	0.9996769769600001	0.9993461800799999	0.9977593590400006	0.9996924243200014	0.9995494520999996	0.9994388236599996	0.9995610223400001	0.9996886025999993	0.9994969550799998	0.99969214718	0.9995753680800007	0.9995671004600005	0.9996825706799995	0.9995842088999991	0.9993966402000001	0.999528486840001	0.9994503971799994	0.9994637257599998	0.9995028917400002	0.99963703388	0.9996167184200007	0.9995499672599998	0.9995305446200002	0.9996218806	0.99958997582	0.9996181629000003	0.9995635176200006	0.9996225367000007	0.9991214350799998	0.9992041399599993	0.9996187316400005	0.9977248606599994	0.9993542627999992	0.9995487205599991	0.9995453652600003	0.9996520670200004	0.9996104605399998	0.9992268071600002	0.9996119171600002	0.9996489510799996
bul_Cyrl	0.9995292566599989	0.9994969674600002	0.9975497046599999	0.9995239786599991	0.999587643779999		0.9995617188600002	0.999535355660001	0.9995024558799999	0.9993346221800008	0.9946108817200001	0.9995121384000004	0.9995274013199993	0.9995018529000002	0.9995410196200004	0.9993460800399999	0.9995352395600001	0.9995182220399996	0.9995778807599992	0.9995923072799995	0.9995699855000005	0.9995886768799995	0.9995646909199998	0.9995312960000001	0.9995315658400004	0.9994915710399999	0.9995833381200007	0.9988475130999992	0.9993344341400004	0.9995870903599999	0.9995576019800011	0.9995892359000002	0.9994920160599992	0.9994955490799993	0.9993106696799993	0.9994514300999995	0.9994779220599993	0.9994730416199998	0.9996045275199994	0.9966168482800005	0.9989513819000001	0.9994055510799991	0.9994509934400001	0.9678975942600004	0.9995471122799998	0.9994768365200004	0.9988717598200004	0.9994307158399998	0.9995039566800004	0.9993084676599981	0.9995547698799997	0.9983605692400006	0.9993725682800002	0.9995850233800005	0.9995552753599998	0.9991740957800004	0.9975661765199991	0.99958738814	0.9995461357400012	0.9994327215399994	0.9995109038400002	0.9995934931200005	0.99942084932	0.9995844098799997	0.9995252885599999	0.99948001024	0.9996295798799997	0.9995616894199993	0.9992853931600003	0.9994821829999994	0.9994582602199997	0.9993453430200004	0.9994413681800001	0.9995408890399999	0.9995843744199999	0.9994423892199998	0.9994903644000003	0.9995273044199999	0.9995574963000001	0.9995389461400004	0.9995094887599996	0.9995592393399998	0.9990808547399997	0.9991879113400003	0.9995611271400004	0.9975303263600017	0.9993066802199987	0.9995419653399996	0.9994777380600005	0.9995499220000004	0.9994970291800003	0.9990962369599993	0.9994769227200005	0.9995562607399996
cat_Latn	0.9995537901800006	0.999512869980001	0.9975708085600001	0.9995527723200006	0.99962702978	0.9995617188600002		0.9995579795000005	0.9995550292600005	0.9993865562399994	0.9945671777200005	0.9996024850999999	0.9995548890200004	0.9995451388999999	0.9996264899000005	0.9993455188599999	0.9995336866199998	0.9995712609799993	0.99964712228	0.9996268588200012	0.9996471887400004	0.9996479155799995	0.9996668449599996	0.9996470106600006	0.9995380914800001	0.9995848031999998	0.9995918300800007	0.9989821989399988	0.9993630668399999	0.9996068226000008	0.9996195628399993	0.9996215503999999	0.9996069927599994	0.9995553911800004	0.9994073855199989	0.9995665269999988	0.9995093481799998	0.9995733319199998	0.99965122214	0.9965296387799994	0.9989707411200002	0.9994869453599996	0.9995640300000002	0.96795939564	0.99959467798	0.9995076695600008	0.9988896255999996	0.9994350367400008	0.9995532314600002	0.9992692303799994	0.9995382141599993	0.9983196470199995	0.9993768937400003	0.9995131678000005	0.9996491728199995	0.9993322983199995	0.9978207015999996	0.9996468848	0.9995690428200008	0.9994193800799995	0.9994909436400004	0.9996605422400008	0.9994564637000009	0.9996288253600002	0.99955630622	0.9996018741	0.9996412184799994	0.9995953784199999	0.9993260113399989	0.9995112437799994	0.9994442732799996	0.999434984400001	0.9994662138399991	0.9996142896800005	0.9995849440200004	0.9995194641200001	0.9995770097999996	0.9995927357199993	0.9995555809599991	0.9996357394000003	0.9995551001799995	0.9995823395800004	0.9990341963600003	0.9991877979199998	0.9995837055	0.9976620510599992	0.9992956765199993	0.9995431390200006	0.9995149461199998	0.9996517980400009	0.9995360605999992	0.9992091466599995	0.9995841372200003	0.9996042154599999
ceb_Latn	0.9995576873600002	0.9995275055799997	0.99754659728	0.9995193309199996	0.9995692627399998	0.999535355660001	0.9995579795000005		0.9995225617200011	0.9993660800000004	0.9944268792999998	0.9995379747799987	0.9995092969600003	0.9994596611800005	0.9995634069000009	0.9993368306200006	0.9995117284199998	0.9995297792000002	0.9996209557800001	0.9996072529199999	0.9995545226399999	0.9996088611799998	0.9995798770200003	0.9995668194400006	0.9994711927200002	0.9995148121599993	0.9995843609799996	0.9988728327599996	0.9992938029000006	0.9995463416799999	0.9995524389400002	0.9995399345599998	0.99953528304	0.9995228463800003	0.9993223096999998	0.9994923461599998	0.9994908528000003	0.9995272666800001	0.9996339139400003	0.9965403291999995	0.9989542984999995	0.9993865658999999	0.9994833749400003	0.9679202722699995	0.9995572635399994	0.9995045934199995	0.9989367047999995	0.9994170887799992	0.999539356620001	0.9993057908400006	0.9995152908199998	0.9983833946399996	0.9993117331400004	0.9994720036600004	0.9995733838799999	0.9991958667199985	0.9977447914199993	0.9995843939999995	0.9995175654800005	0.99939739374	0.9995522865600003	0.9996176767400001	0.9994617724400003	0.9995596174800002	0.9994847923800009	0.9994653914800002	0.9995959494999996	0.99950071204	0.9993173261799998	0.9994575397800007	0.9994245833600004	0.9993459017399996	0.999428646799999	0.9995625335200007	0.9995411034199997	0.9994652054200008	0.99950527284	0.9995445891400002	0.9994882873200006	0.9995415641199998	0.9995303818800003	0.9995489138400003	0.9990355618799996	0.9992156735999997	0.9995847880199997	0.9976507843	0.9993202598399994	0.9994804323999987	0.9994142677399995	0.9995702535399998	0.9995176703999995	0.9991171157400007	0.9995000310999995	0.9995529142399999
ces_Latn	0.99947687538	0.9994315286199995	0.9972458710799992	0.9995835949199993	0.9995405731399987	0.9995024558799999	0.9995550292600005	0.9995225617200011		0.9992412766000002	0.9947143560199992	0.9996070266600005	0.9994519579800001	0.9995006414599996	0.9995768366800001	0.9991931265399993	0.9994653405000008	0.9994300113400001	0.9996397451799992	0.9995305486200009	0.9996328982200005	0.9996701312799989	0.9996396356199996	0.99962090444	0.9994414352399998	0.9995407732199999	0.9995118435600009	0.99917659614	0.9991945415200001	0.9995735961600003	0.9995045793399994	0.9995667727399992	0.9995421216200014	0.9995730952799985	0.9994596683399998	0.9995637781000001	0.9994607032600001	0.9995616930600011	0.9995939226600001	0.9960313110999994	0.9986885136000009	0.9995202609800006	0.9994514104200001	0.9678129861199999	0.9996358938400003	0.9995075422400005	0.9988608082399993	0.9993036629400011	0.999502605	0.9991145526200003	0.9994105311199998	0.9979961827799987	0.9992398804600005	0.9994689699999996	0.9996566981399997	0.9994064943399992	0.9979862857199998	0.9996381946200004	0.9994637047600009	0.9992952585399998	0.9994941542999999	0.9995699040400006	0.99935178292	0.9995766850199991	0.9995974437199995	0.9995603525799999	0.9995793461199998	0.9994985928399996	0.99913724046	0.9995149023000001	0.9993236912999999	0.9994757696599993	0.9993129380600002	0.9996038415600007	0.9995098500199994	0.9995573385000001	0.9994863334799999	0.9995814090599999	0.9994873874599999	0.9995835193799997	0.9994115004999997	0.9994793504600001	0.9988483995599998	0.9989998784999994	0.9994828982200002	0.9976951897399998	0.9991922716000001	0.9994908490400004	0.9993526481800005	0.9996158929400003	0.9995350947599997	0.9993480205800002	0.9995776449199992	0.9995859026800006
ckb_Arab	0.9993196743399996	0.9993730783799999	0.99763072504	0.9992855152599991	0.9994182485200004	0.9993346221800008	0.9993865562399994	0.9993660800000004	0.9992412766000002		0.9942291307000009	0.9992521962600007	0.999363370159999	0.9992791903600002	0.9993662084800005	0.9991675748799995	0.9993898924199993	0.9993514484999999	0.9993432611400003	0.9993949159199996	0.9993422369799999	0.9993857119000001	0.9994031845199995	0.9993280138000001	0.9993500523599999	0.9993471550600002	0.9994212844599996	0.9985328967000004	0.9991756711400004	0.9993451865000004	0.9994629843599991	0.9993597032000001	0.9993144123599997	0.999272699779999	0.9990753897399991	0.9992696216399997	0.9993356513399996	0.9992569703799996	0.9993681718200006	0.9966018066399994	0.9988764245399995	0.9991356403799994	0.9992949964999991	0.9679017965599999	0.9992603992399998	0.9992667266000002	0.9986289069199994	0.9992757326200007	0.999359397540001	0.9991210763200007	0.9993673027799996	0.9983420763599998	0.9991870989399998	0.9992583882000003	0.9993551255600005	0.99891391182	0.9973766235000003	0.99939013088	0.9993458137400003	0.9992687537999994	0.9993505832799999	0.9994173299200002	0.9992272931800003	0.9994487078599998	0.9992209828599987	0.9992120864199991	0.9994228369400011	0.9993217610599987	0.9992183030199999	0.9992772312199995	0.99925743314	0.9990973234999997	0.9993512552999998	0.9992962332600002	0.9993340799200001	0.9992592865400006	0.9993090938000001	0.9992835974399997	0.9992490780199993	0.9993400560799997	0.9993585561199999	0.9993370526600004	0.9989453125400002	0.9990859360600001	0.9993960887400003	0.9972624670200008	0.9991478304999988	0.9992707603199992	0.9993385430999997	0.9993771460399999	0.9993395134600002	0.9987870236199997	0.9992633907399995	0.999368931199999
