	afr_Latn	arb_Arab	bak_Cyrl	bel_Cyrl	ben_Beng	bul_Cyrl	chv_Cyrl	cmn_Hani	dan_Latn	deu_Latn	ell_Grek	eng_Latn	eus_Latn	fin_Latn	fra_Latn	heb_Hebr	hin_Deva	hun_Latn	hye_Armn	ind_Latn	ita_Latn	jpn_Jpan	kat_Geor	kaz_Cyrl	kir_Cyrl	kor_Hang	lav_Latn	lit_Latn	mal_Mlym	mar_Deva	mya_Mymr	nld_Latn	oss_Cyrl	pes_Arab	pol_Latn	por_Latn	ron_Latn	rus_Cyrl	sah_Cyrl	spa_Latn	swe_Latn	swh_Latn	tam_Taml	tat_Cyrl	tel_Telu	tgk_Cyrl	tgl_Latn	tha_Thai	tuk_Latn	tur_Latn	tyv_Cyrl	ukr_Cyrl	urd_Arab	vie_Latn	yor_Latn	zsm_Latn
afr_Latn		0.89713705644	0.9116479185000004	0.95988088012	0.9180702511000005	0.9625064404399998	0.9167084931799988	0.9534901379399988	0.9683122961599995	0.9675081677800006	0.9406100574600001	0.9657435199599993	0.9543365704200001	0.9609482900799996	0.9669609497199992	0.8778729968599993	0.9332452319999996	0.9643868861399992	0.8503444918400005	0.9637210307199999	0.9638188031399992	0.9599620815600007	0.9554903783400008	0.9212759077599996	0.9335375397599994	0.96047180912	0.95929466258	0.9623407271600002	0.8940939483000001	0.9129516584199997	0.8723119434799997	0.9728808831400005	0.90190727844	0.9582475329800004	0.9649771518800007	0.9637136737199995	0.9556964221999995	0.9626318622999999	0.9111216419799998	0.9642020863599996	0.9630286722999999	0.9583451213599996	0.8903193487599999	0.9328336968599996	0.9128262721400003	0.9516700818600002	0.9500433203400009	0.9205443780200004	0.9522000800000004	0.9594053879200005	0.9065871726199999	0.9608215153799992	0.9559412468999998	0.9624165313399997	0.92012149328	0.9656507316200001
arb_Arab	0.89713705644		0.9104078183999995	0.9152944547400006	0.9270542268600008	0.8987882170400001	0.8964780044599999	0.9002933373399997	0.8885256500200006	0.885069331159999	0.9185729514000007	0.8820516137000001	0.8903686075599997	0.8879089071600005	0.8935339020800007	0.9124877033600001	0.9285653005200001	0.8947214733000005	0.8968764669199997	0.90620962908	0.8894454469400006	0.8955622785	0.9150164569800001	0.9094002183200005	0.9040142528599993	0.9046962952799991	0.9001568423599998	0.9004733792399994	0.9126385050400005	0.9098429089999992	0.9078220914600001	0.8877276183600005	0.9005115369199992	0.9117134235199996	0.8904364599000005	0.8925410547799987	0.9152876507000007	0.8906415888199997	0.8852999574400001	0.8894742363799988	0.8843850564800005	0.8976243354800014	0.91512081434	0.9167891307799998	0.9176368043999995	0.9153682289000004	0.89552244782	0.9184094253600008	0.8956120764800009	0.8890106651	0.8905384150399995	0.9102749109600003	0.9249477972400001	0.9005016779999997	0.8878195644800004	0.9051993058000004
bak_Cyrl	0.9116479185000004	0.9104078183999995		0.9371997540400001	0.9403618906000001	0.9157820710999998	0.9465960275000006	0.9139853795799998	0.904523839359999	0.9011284502200009	0.9288396052400003	0.8985139743400001	0.9137836734000006	0.9074525278599994	0.9094682160600003	0.8986189445199998	0.9415379104800005	0.9136728413999997	0.9156409606799996	0.9193673209	0.9044470967800002	0.9141205415000005	0.9334029873999999	0.9659812271399996	0.95543914322	0.9244809506399998	0.9188220591600005	0.9176819752	0.9291753146999995	0.9336404600399988	0.9163212415000005	0.9047698876	0.9420645764000003	0.9183330413999996	0.9080391960800003	0.9056313931200002	0.9332736383400005	0.909281101719999	0.9417628832199999	0.9043633090599993	0.9027825062400004	0.9136950613999997	0.9287787869600002	0.9792865276800002	0.9368088613200001	0.9414175875800002	0.91146414494	0.9336511060000005	0.9338207550399996	0.9151306682600004	0.9470026879000002	0.9270673285800001	0.9308804688000001	0.91484423008	0.9119803525	0.9182810084999996
bel_Cyrl	0.95988088012	0.9152944547400006	0.9371997540400001		0.9389252120799993	0.9701431140200006	0.9369389335000006	0.9578331935399998	0.9637217180199996	0.9621067409400004	0.9565875858000005	0.9599848862800003	0.9571553263999997	0.9597579477399998	0.9669244067800004	0.8981288431599997	0.9495342767599999	0.96600199464	0.8814005276200009	0.9646747628000006	0.9629517657	0.9607756956000002	0.9678806302600008	0.9424726832800011	0.9513441998	0.96450000614	0.9718120972200002	0.96851977684	0.9148928503800001	0.929495588659999	0.8926238449999994	0.9625901258199999	0.9258892245799994	0.9612925155000002	0.9688049541600008	0.9633727039800001	0.9660485933200004	0.9719207320599997	0.92994114978	0.9627957670199992	0.9609057225600001	0.959062558600001	0.9129942733199994	0.9559280547800003	0.9336718172999998	0.9641921606199995	0.9509471981400003	0.939348265219999	0.95530529904	0.9600904209800003	0.9274666643000008	0.98277115578	0.9621169888600001	0.9646237290400007	0.9275833369800003	0.9653335022399997
ben_Beng	0.9180702511000005	0.9270542268600008	0.9403618906000001	0.9389252120799993		0.9196888783200008	0.9213271647999997	0.9217560340599998	0.9082803730999999	0.9041146941000004	0.9369657144200003	0.8998714021	0.9134193337999993	0.9088874874000009	0.9133352692800004	0.9069284917200002	0.9731683360199995	0.9188472452599994	0.9381261014200004	0.9266860879400013	0.9077110058000007	0.9196449828600002	0.9399879696199998	0.94267631194	0.9371793597000004	0.9318975267999997	0.9245391987600012	0.9223672905999996	0.96226129464	0.960707095579999	0.9455214597799991	0.906671040260001	0.9250931243200006	0.9272937313600006	0.9106684974000001	0.909518278060001	0.9391050771400001	0.9093191797800004	0.914912284	0.9066508779000004	0.90434361914	0.9205002994800002	0.9621369713200002	0.9488013180199999	0.9673280270200008	0.9404541891200001	0.9175052967199997	0.9523418384400003	0.9169786076200002	0.9145348570200001	0.9237130699599996	0.9313836546599998	0.9455164245799991	0.9195823684200011	0.9077813661000003	0.9249289719200005
bul_Cyrl	0.9625064404399998	0.8987882170400001	0.9157820710999998	0.9701431140200006	0.9196888783200008		0.9237912671200009	0.9598009426200008	0.972418500560001	0.9728279928199994	0.9485989430199996	0.9725492826200001	0.9582657076399999	0.9674145413	0.9747440869800007	0.8850911757800002	0.9344958281800005	0.9706850600799996	0.8464971316600008	0.9697206915400006	0.9731731386200002	0.9671974140800005	0.9645449013000008	0.9223698932400006	0.9376041788400002	0.96702862032	0.9669350793000007	0.9685661305199993	0.8925645012600004	0.9157915342800005	0.8665937727999999	0.9714669702800002	0.9076251480800003	0.967407577980001	0.9763315523799992	0.9736816420400002	0.9631463464200001	0.979212934480001	0.9184483715200007	0.9732912092400002	0.9712045229600001	0.9607910823200003	0.88906246604	0.9387453432999991	0.9145155946999999	0.9574031333599993	0.9493258982000008	0.9223951420399995	0.9543968712399994	0.9673101420400005	0.9105104339999988	0.9735957741199999	0.9594475950799995	0.9705312058199997	0.9181665654399994	0.9712228095799993
chv_Cyrl	0.9167084931799988	0.8964780044599999	0.9465960275000006	0.9369389335000006	0.9213271647999997	0.9237912671200009		0.9187780507599999	0.9145243776800005	0.9109160176200005	0.9264736967399994	0.9095990304800003	0.9244161532599994	0.916039184679999	0.9172689929	0.8973856643000002	0.9269602914600004	0.9188493950799994	0.8870378731800007	0.92339346828	0.9146048874199995	0.9196452714799996	0.9328088369600004	0.9317317356000004	0.93441010798	0.9244905704000002	0.9278014468000024	0.9231123653999993	0.9059370111199994	0.9168381029600007	0.8869683050399991	0.9138572228399995	0.9698286624399997	0.9228165481400008	0.9164469805999994	0.9145853804599997	0.9319754864000008	0.9199371727399999	0.9562690653200007	0.914283642760001	0.9125162672800007	0.9173507704799997	0.9008158292399997	0.9496324039999999	0.9168430509000003	0.9433054486400005	0.9211704888000006	0.9154514093200002	0.9400143298400001	0.9159277537199997	0.9496174462399987	0.9312382601000003	0.9278691244399999	0.9217555523600005	0.9331578762600001	0.9219510909599997
cmn_Hani	0.9534901379399988	0.9002933373399997	0.9139853795799998	0.9578331935399998	0.9217560340599998	0.9598009426200008	0.9187780507599999		0.95978086094	0.9604435911800002	0.9424981146999997	0.9614814771600003	0.9502590879399997	0.9559137230599987	0.9632296518600008	0.8864267021200004	0.9366418639800002	0.9605247082399997	0.8558591215400002	0.96010329872	0.96090320782	0.9668884169599996	0.95724645558	0.9206078516200008	0.9328036404600006	0.966634503480001	0.9571487196599997	0.9587617143200002	0.8997942787000001	0.91338838558	0.8776606981199992	0.9600333076799997	0.9041981345999996	0.9584952236800002	0.9617466310600002	0.9615505238199995	0.9528618218199993	0.9619855161799992	0.9110807894999999	0.9610370647000003	0.9599240151999995	0.9508048791999992	0.8955250293200003	0.9338857148399997	0.91826434702	0.94667631282	0.9444043430800002	0.9293870471800008	0.9492214308799996	0.9599358463400003	0.9063282877799996	0.9595779052799994	0.9567191834399997	0.9655832833599994	0.9172678130800007	0.9620852527799989
dan_Latn	0.9683122961599995	0.8885256500200006	0.904523839359999	0.9637217180199996	0.9082803730999999	0.972418500560001	0.9145243776800005	0.95978086094		0.9798144987400002	0.9419070877199995	0.9786439638000002	0.9633100224600006	0.9707002891200004	0.9788592532000004	0.8741523679799997	0.92547134676	0.9730022984399989	0.8301093731600007	0.9704170764200009	0.9768511850600001	0.9685751665399989	0.9596234818000008	0.9123069826000003	0.9306587344400004	0.9666494653199996	0.9680869652400014	0.9699635165599994	0.8798638543799995	0.9019493511000001	0.8543774545000007	0.97878988848	0.89676110042	0.9664053072199994	0.9775405483999998	0.9763804824399999	0.9573994712799999	0.9765174230600008	0.9113434258600004	0.9767151246799993	0.9820497592000004	0.9600295389200009	0.8748236856999999	0.9281062191799996	0.9038128358999996	0.9489305867600002	0.9551959556000003	0.9141938256399998	0.9574286932599994	0.9710613730200006	0.9017640729800004	0.9679897190399999	0.9557262342799998	0.971642723620001	0.9196903556600009	0.9718124834199998
deu_Latn	0.9675081677800006	0.885069331159999	0.9011284502200009	0.9621067409400004	0.9041146941000004	0.9728279928199994	0.9109160176200005	0.9604435911800002	0.9798144987400002		0.9407412190199991	0.9814094582	0.9628806874200002	0.9707537379999989	0.9810814792000002	0.8709589625599997	0.9229339740000002	0.97484755822	0.8225276098999991	0.97019931372	0.9783814721200005	0.9706489414399997	0.9597659834	0.9077938766000001	0.9278634158200002	0.9683553943400003	0.9677961333600007	0.9691204520400006	0.8748800150400005	0.8968062856799996	0.8480821147400001	0.9820013570399998	0.8918663165600001	0.9665782255600001	0.9796056254599995	0.9778379796200006	0.9553576564800005	0.97970522592	0.9089990069999999	0.9792722863199992	0.9788287658400002	0.9603912857200003	0.8689366693399999	0.9256917532400006	0.8994863092599991	0.9472614689199998	0.9503882313599998	0.9086787761799997	0.9568549946599996	0.9726368404199999	0.8974797142200004	0.9676870563800006	0.9573925251000002	0.9731998875800004	0.9150075848600006	0.9723029095200012
