	amh_Ethi	asm_Beng	azj_Latn	bel_Cyrl	ben_Beng	bos_Latn	bul_Cyrl	ceb_Latn	ces_Latn	ckb_Arab	cmn_Hani	cym_Latn	dan_Latn	deu_Latn	ekk_Latn	ell_Grek	eng_Latn	fin_Latn	fra_Latn	gle_Latn	guj_Gujr	hau_Latn	heb_Hebr	hrv_Latn	hun_Latn	hye_Armn	ind_Latn	ita_Latn	jav_Latn	kaz_Cyrl	kir_Cyrl	lin_Latn	lit_Latn	ltz_Latn	mal_Mlym	mar_Deva	mlt_Latn	mon_Cyrl	mri_Latn	mya_Mymr	nep_Deva	oci_Latn	pol_Latn	por_Latn	ron_Latn	rus_Cyrl	slv_Latn	sna_Latn	snd_Arab	som_Latn	spa_Latn	srp_Cyrl	swh_Latn	tam_Taml	tha_Thai	tur_Latn	ukr_Cyrl	uzn_Latn	vie_Latn	zsm_Latn	zul_Latn
amh_Ethi		0.9008483747399993	0.913187995060001	0.9155819529800002	0.8876201130399997	0.9179375120400008	0.9071589615199998	0.9003226203000007	0.9115941443600003	0.9057155973999995	0.8986451468599999	0.8923205209800004	0.9119318033000002	0.9095971441800005	0.9213671286800005	0.9072935393200002	0.9099996845999994	0.9010378810399989	0.9065715304200005	0.9069613675999995	0.8956438759800002	0.9067927966199999	0.9166547814200002	0.9147164028599993	0.9106755009399993	0.9163198403799999	0.9037704299999989	0.9129864733199999	0.9096113746399989	0.9031204828	0.9143227157600002	0.8839334845399994	0.917126876779999	0.9075583387800001	0.896738796999999	0.8958798191800003	0.9167972374399996	0.8959034102399995	0.8916188533199999	0.8974674101000004	0.9063193791200004	0.89098184174	0.91455808626	0.9083824821200004	0.9107549480600007	0.9134365630200001	0.91662811814	0.8955797602799999	0.8915912374999992	0.9016149137600008	0.8762259066400002	0.9212071477999997	0.89932004224	0.8913997517200001	0.9051334018399997	0.8922354584199998	0.9101823955599999	0.9047877038999995	0.8935233238200007	0.9055340451400004	0.9004903035000001
asm_Beng	0.9008483747399993		0.9155802558999997	0.9188348706200007	0.8984107859399996	0.9073342569999998	0.9016769589999997	0.9014957382400002	0.9099713222199999	0.9031417648800004	0.8987916595199996	0.892544281320001	0.9031233979400004	0.9058336328800004	0.9145112309	0.9084342062600002	0.9101011798200002	0.8890851677200001	0.9030412464399998	0.9084238377000005	0.9060808465199998	0.9097882851200008	0.9116412691799985	0.9130240024400004	0.9000443880200002	0.9175912205799999	0.9086710234199997	0.9085117270000003	0.9192720673999998	0.9080902045999985	0.9130604217000001	0.8920164817000004	0.9212745396600004	0.9088409192199988	0.9023736933800002	0.9098828076199997	0.9101276281399998	0.8859136111799996	0.9036266728399998	0.8982451834800007	0.9167660600200006	0.9015569798799997	0.9099812985399999	0.9119469014799996	0.9160910024799996	0.9103054312800004	0.9148640499800009	0.9099622939999991	0.90110839644	0.9084469610000003	0.8762680100200002	0.9162336787400006	0.9058961303600003	0.9072336572399997	0.9109642824600003	0.8887749203599992	0.9174163537399997	0.9110510466600011	0.9084819981600001	0.9113416325800006	0.9009295813799992
azj_Latn	0.913187995060001	0.9155802558999997		0.9249545252400001	0.8983517327799999	0.9224952168000002	0.9092761054799996	0.9005594447799996	0.9226857509999994	0.91769020962	0.91055578722	0.9029427495199998	0.9150214002600006	0.9177919508399996	0.9259673802000011	0.917780722960001	0.9209524308199994	0.9066101700599992	0.9150020814799998	0.91783843044	0.9027239829599999	0.9178980200999998	0.9181660064999992	0.92573298198	0.9174050324599997	0.9238329158799993	0.9177097603999985	0.9191045514199998	0.9260337535799997	0.9134070525399999	0.9193198187200002	0.8966140631199989	0.9223266241799997	0.9189354721199993	0.9019065283	0.911201405459999	0.9247951995399996	0.9045246538999995	0.9053739363399999	0.9064384448199995	0.9128532294399995	0.9096878952199993	0.9213818469200001	0.9210415653600008	0.9288439233799998	0.9209652334999995	0.9241424234200002	0.91772728112	0.9003665249599999	0.9142015095999997	0.88814806354	0.9270591435200006	0.9133899452399991	0.9041077669799996	0.9150875311000007	0.90426850668	0.9205110454200004	0.9176159672199998	0.9126563776999995	0.9209651465199999	0.9107487768000002
bel_Cyrl	0.9155819529800002	0.9188348706200007	0.9249545252400001		0.9000826609400004	0.9306592811200004	0.9212628474000004	0.9061760335	0.9320447669600002	0.9125693562199999	0.9144389477200006	0.9079793317999997	0.9216401081000009	0.9227058758799997	0.9353441245000014	0.9239061081000002	0.9250229492999995	0.9094467150200007	0.9193847570200002	0.9215521360399993	0.9121798888999999	0.9221636278799995	0.9214210746199996	0.9324141075400003	0.9148679966999997	0.9307651142400001	0.9180351204200001	0.9259074500200006	0.9230012263399996	0.9275566351799991	0.9277365961000004	0.8983873565200002	0.9365214527800001	0.9272792075799998	0.9036821967599997	0.9183575799800003	0.92919853906	0.9025268664599997	0.9133360906399992	0.9067979976399994	0.9258177652000016	0.9159065348600002	0.9297593214200004	0.9291898554199993	0.9275039971799997	0.9345774665799997	0.9319916587800005	0.9220640768800005	0.9035837016400008	0.9155364841599998	0.88751428524	0.9305604977399997	0.9171075446800001	0.9092064753999991	0.9154671527200006	0.9044484613000006	0.9375150675800007	0.92537847084	0.9159921575599997	0.9185526391800003	0.9145866454000007
ben_Beng	0.8876201130399997	0.8984107859399996	0.8983517327799999	0.9000826609400004		0.8870863599799997	0.8819473640600004	0.8918023576399996	0.8908613284799997	0.8913032967600002	0.8809856943399995	0.8717272437800008	0.88483539002	0.8817729663000005	0.8960552376200006	0.8949882451399996	0.8909506639799994	0.8716293082600002	0.8771159431400001	0.8813423344000003	0.8993639386199993	0.8941005692000001	0.8946166391200013	0.8913429137400003	0.8861908985599997	0.8957610232600001	0.8950322026400002	0.8884931846999997	0.9017567711399993	0.8841701987000005	0.8942573630999986	0.8834931693400007	0.8959507418999998	0.8843584649199999	0.88635487278	0.891366021120001	0.8974241949000004	0.8718297420200001	0.8783044335400011	0.8723234181799996	0.8952664579200015	0.8838281779600007	0.8882538720800008	0.8968359597799995	0.8981629023999997	0.8920378862000006	0.8935691029999994	0.889870042379999	0.8866986800800003	0.8864981535600001	0.8535691290999996	0.8983809486000003	0.8886051694799991	0.8891832863999992	0.8933588811999998	0.8698530146800002	0.8950696706999995	0.8888254116399991	0.8851213593799998	0.8964073949600005	0.8845934982600003
bos_Latn	0.9179375120400008	0.9073342569999998	0.9224952168000002	0.9306592811200004	0.8870863599799997		0.9227227218799997	0.8985603164200002	0.9329197917399995	0.9098865751399994	0.9218519561600004	0.9078948991400001	0.9288284575600007	0.9286447323000007	0.9373598454799995	0.9240412182800002	0.9244716571599996	0.9204338482200002	0.9320540612600001	0.9197610996799999	0.8959210066800003	0.9151121445200008	0.9164532796799991	0.9395393148999992	0.9128372432	0.9269119638399999	0.9085819482400002	0.9306086320599998	0.9164244038199999	0.9261225276600001	0.9258756315200003	0.8850493539000007	0.9346986619800003	0.9274014622999993	0.8903215255600002	0.9105155208399996	0.9278246502400002	0.9049029912600004	0.9091477879399994	0.9155165989600003	0.9191975385399996	0.9036603605999993	0.9350575768599996	0.9267992854599999	0.9264436076599997	0.931231563559999	0.9345866431000007	0.9176029998399997	0.8889299932600004	0.9106260521800009	0.8978053066999996	0.9317792482799997	0.9127484574599997	0.8980429772400003	0.9052142821800004	0.9113995141	0.9312269551400002	0.9191264022400002	0.9132311511800009	0.9115241669799999	0.9139984512000008
bul_Cyrl	0.9071589615199998	0.9016769589999997	0.9092761054799996	0.9212628474000004	0.8819473640600004	0.9227227218799997		0.8925344166799999	0.9209885149400001	0.8989583539799997	0.9037362461599999	0.8943495111799998	0.9121156755399996	0.9177627318799991	0.92573818034	0.9181007005000011	0.9148809901199999	0.9020382012600003	0.9169229082200008	0.90535350618	0.8933656434200001	0.8969115479599995	0.9122131333000001	0.9217217121200006	0.8987077424999993	0.9194771897600003	0.8987234235400005	0.9206257557800002	0.9029620367599996	0.91353880756	0.9160381857199997	0.8699232324599996	0.9289636876199995	0.9204246334399998	0.8869067697	0.9044576897399998	0.91008433344	0.8882769122200012	0.8922485491399991	0.8955950327999997	0.9121760072399999	0.8927398350199997	0.9243672888999994	0.9174327225199999	0.9197010679999997	0.9236175654400007	0.9252421655200002	0.9012779769399998	0.8844091989000002	0.8953201650800002	0.8835503489600003	0.9228554018000007	0.89498657918	0.8939426816599996	0.8965863345000005	0.8964670548	0.9266574309600002	0.9123539776599999	0.8969918206200002	0.9019000380399997	0.8930874749800006
ceb_Latn	0.9003226203000007	0.9014957382400002	0.9005594447799996	0.9061760335	0.8918023576399996	0.8985603164200002	0.8925344166799999		0.8979491788399997	0.8973896888599991	0.88288798826	0.8817686018000004	0.8930193059999991	0.8949161518800002	0.9057268238199996	0.8980946712600004	0.8993933155199996	0.8836133075199996	0.8913516490400001	0.8945424532600008	0.9043046448200004	0.9034742137800006	0.907529261399999	0.9007175695599986	0.8917573079200001	0.9064455327000003	0.9027136632200004	0.9011518890800002	0.9067048710600001	0.8995186136400001	0.9065785186999997	0.887094432180001	0.9071947151600002	0.89387000462	0.8976248110599993	0.8990154663200004	0.9015336724999992	0.87308651846	0.8916812537999992	0.8887179942400005	0.9080624010799991	0.8919029341000005	0.9003824078399995	0.9014326161599996	0.898887300519999	0.9005627460000003	0.9012064198199999	0.8973324758199998	0.8929993952600005	0.8992422271599991	0.8652143845400003	0.9060669023400005	0.8965046882999994	0.8961503738799997	0.904863728320001	0.8776152276800004	0.9045929405600004	0.89735830792	0.8942802423800004	0.9064818431	0.8897556239200003
ces_Latn	0.9115941443600003	0.9099713222199999	0.9226857509999994	0.9320447669600002	0.8908613284799997	0.9329197917399995	0.9209885149400001	0.8979491788399997		0.9084013421800007	0.9183237411799992	0.9077104329200008	0.9232355352199995	0.9283226737400004	0.9368273728999992	0.9269470704400008	0.9265397386399998	0.9126109714200007	0.923662596660001	0.9194537932599995	0.901340595739999	0.9125582112599997	0.9161357211199993	0.9320678966600003	0.9098524496600002	0.92635495112	0.9097714274999995	0.9302932729400004	0.9166419023199995	0.9265187442400004	0.9232438883999999	0.8848654434399996	0.93520428994	0.92914926752	0.8948325945799998	0.91605621328	0.9263989247399996	0.8998100784400003	0.9070067697200006	0.9080421269999995	0.9240441722599996	0.9088545469800002	0.9294662042999995	0.9272032584200007	0.9302894828400001	0.9325234108999997	0.9338110556999996	0.919313806820001	0.8930638016999992	0.9090275308199998	0.8924781356399996	0.92539846344	0.9109811006799995	0.90319941102	0.9094783023999996	0.9053137590999997	0.9354106326000002	0.9245708400400005	0.9132523011400004	0.9143377677599995	0.9086671420799998
ckb_Arab	0.9057155973999995	0.9031417648800004	0.91769020962	0.9125693562199999	0.8913032967600002	0.9098865751399994	0.8989583539799997	0.8973896888599991	0.9084013421800007		0.8949947384399992	0.8932190250999998	0.9053230878199998	0.9010084920000003	0.9131553772200002	0.90594969392	0.90676700488	0.8919560114999999	0.9022741690199998	0.9053276902800003	0.9016300178399995	0.9073515982000003	0.91332350164	0.9114385820000006	0.9107790895600001	0.9099955592199993	0.9045317344800003	0.9063168643999994	0.9150064143000002	0.8992993201599992	0.9087074709000005	0.8901124092000006	0.9069769376200002	0.9025997632399997	0.8993603107199991	0.8999233338400002	0.9147205768799997	0.8920524788800004	0.8941253123399989	0.8963613526999994	0.905473615379999	0.8970762031800004	0.9080677169799997	0.9085758882599994	0.9123171753800008	0.9058760139800008	0.9094856010000001	0.9058883689199992	0.8978052554400001	0.9011206634600003	0.8772185361200002	0.9195897386999995	0.9021550363999996	0.8946803029000006	0.90623479974	0.8945774538800005	0.9069090416399994	0.8992765784399999	0.896013719839999	0.9065845661599996	0.9030774782800001
